run_date,match_date,league,home_team,away_team,lambda_home,lambda_away,p_home_win,p_draw,p_away_win,p_raw,market,model_probability,offered_odds,fair_odds,effective_odds,odds_source,implied_probability,edge,variance,variance_class,upset_frequency,recommended
2026-04-05,2026-04-05,SP1,valencia,celta vigo,1.0850505120898588,1.4061717464053292,0.2772893796408064,0.29320267983094667,0.429507940528247,0.5704920594717531,1X,0.569496032828998,,1.7559384830697653,,missing,,,0.24648113759999998,HIGH,0.44068,False
2026-04-05,2026-04-05,SP1,alaves,osasuna,1.2016477614896603,1.5272729408108199,0.2867866707546523,0.278291719666688,0.4349216095786597,0.5650783904213403,1X,0.5637282019060481,,1.7739045103985442,,missing,,,0.246975,HIGH,0.445,False
2026-04-05,2026-04-05,D2,hannover,elversberg,1.324785484302901,0.8667752678350615,0.44747366368571095,0.33342970367574254,0.2190966326385468,0.5525263363142894,X2,0.5540186404894146,,1.8049934188434704,,missing,,,0.24933951000000001,HIGH,0.4743,False
2026-04-05,2026-04-05T11:30:00+00:00,D2,hannover 96,sv elversberg,1.324785484302901,0.8667752678350615,0.44747366368571095,0.33342970367574254,0.2190966326385468,0.5525263363142894,X2,0.5540186404894146,,1.8049934188434704,,missing,,,0.24933951000000001,HIGH,0.4743,False
2026-04-05,2026-04-05,SA1,al riyadh,al shabab,1.089661801577201,1.648336789382345,0.22831283419428783,0.29174667683383443,0.4799404889718777,0.5200595110281223,1X,0.5439302889920093,,1.8384708854018066,,missing,,,0.24998351639999997,HIGH,0.50406,False
2026-04-05,2026-04-05,RS1,partizan,cukaricki,2.4923246670479995,1.61237727534501,0.5576330965877958,0.20443783859002398,0.2379290648221802,0.4423669034122042,X2,0.5224833441440747,,1.9139366090955239,,missing,,,0.24483039,HIGH,0.5719,False
2026-04-05,2026-04-05T17:00:00+00:00,RS1,fk partizan,cukaricki,2.4923246670479995,1.61237727534501,0.5576330965877958,0.20443783859002398,0.2379290648221802,0.4423669034122042,X2,0.5224833441440747,,1.9139366090955239,,missing,,,0.24483039,HIGH,0.5719,False
2026-04-05,2026-04-05,SP2,almeria,leganes,1.672643784358811,1.104646579692425,0.5176712353482477,0.21872849380679688,0.26360027084495524,0.4823287646517521,X2,0.5187893696558501,,1.927564554114459,,missing,,,0.2499747996,HIGH,0.50502,False
2026-04-05,2026-04-05,SP2,zaragoza,mirandes,0.9708926389637924,0.32607888238094757,0.5200775952964762,0.3488186936479147,0.13110371105560908,0.47992240470352376,X2,0.5177419526598586,,1.931464110378884,,missing,,,0.2498376924,HIGH,0.51274,False
2026-04-05,2026-04-05,SA1,al okhdood,al fateh,1.4006338131071754,2.080323253538881,0.2397955256984287,0.2486849304296397,0.5115195438719314,0.48848045612806845,1X,0.5143261897117878,,1.9442914243981404,,missing,,,0.24897471959999998,HIGH,0.53202,False
2026-04-05,2026-04-05T15:55:00+00:00,SA1,al okhdood,al-fateh,1.4006338131071754,2.080323253538881,0.2397955256984287,0.2486849304296397,0.5115195438719314,0.48848045612806845,1X,0.5143261897117878,,1.9442914243981404,,missing,,,0.24897471959999998,HIGH,0.53202,False
2026-04-05,2026-04-05,SP1,getafe,ath bilbao,1.1078100188602253,0.5087443511151541,0.4919609368495277,0.35093438622912887,0.15710467692134328,0.5080390631504721,X2,0.509089603243032,,1.9642907528060725,,missing,,,0.2499540316,HIGH,0.50678,False
2026-04-05,2026-04-05,SP1,oviedo,sevilla,1.6880370568299077,1.0612686021111464,0.5074142891598878,0.26601333864902765,0.22657237219108456,0.4925857108401122,X2,0.49024691779714036,,2.0397884488358797,,missing,,,0.2495681916,HIGH,0.52078,False
2026-04-05,2026-04-05,SP2,las palmas,huesca,1.96235507169843,0.7226368197993103,0.6750075761450988,0.18558918740173386,0.13940323645316738,0.32499242385490124,X2,0.4471606781440468,,2.2363325955907585,,missing,,,0.2230843164,HIGH,0.66406,False
2026-04-05,2026-04-05,D2,holstein kiel,preussen munster,1.8828727229038993,0.9211615832612008,0.5771022993081754,0.2638564133373582,0.1590412873544664,0.42289770069182464,X2,0.4464007078502806,,2.2401398170170297,,missing,,,0.24027804,HIGH,0.5986,False
2026-04-05,2026-04-05T11:30:00+00:00,D2,holstein kiel,preußen münster,1.8828727229038993,0.9211615832612008,0.5771022993081754,0.2638564133373582,0.1590412873544664,0.42289770069182464,X2,0.4464007078502806,,2.2401398170170297,,missing,,,0.24027804,HIGH,0.5986,False
2026-04-05,2026-04-05,D2,schalke,karlsruher sc,2.262227141562755,1.2438905792521109,0.5829149522981252,0.23197393027998936,0.18511111742188546,0.4170850477018748,X2,0.4415220530594679,,2.264892530442441,,missing,,,0.23873005440000003,HIGH,0.60616,False
2026-04-05,2026-04-05T11:30:00+00:00,D2,fc schalke 04,karlsruher sc,2.262227141562755,1.2438905792521109,0.5829149522981252,0.23197393027998936,0.18511111742188546,0.4170850477018748,X2,0.4415220530594679,,2.264892530442441,,missing,,,0.23873005440000003,HIGH,0.60616,False
2026-04-05,2026-04-05,I1,cremonese,bologna,0.39844718395676754,1.3001124107500528,0.12691671336841456,0.26329329106702604,0.6097899955645594,0.3902100044354406,1X,0.42617668860956776,1.65,2.34644462432371,1.65,market,0.6060606060606061,-0.17988391745103832,0.24110751000000002,HIGH,0.5943,False
2026-04-05,2026-04-05,RS1,radnik,crvena zvezda,0.6803027990809628,1.6252018930702432,0.14294285259044265,0.2670910409135076,0.5899661064960495,0.41003389350395025,1X,0.4235879455641411,,2.3607848393045847,,missing,,,0.24051324,HIGH,0.5974,False
2026-04-05,2026-04-05T15:00:00+00:00,RS1,radnik surdulica,fk crvena zvezda,0.6803027990809628,1.6252018930702432,0.14294285259044265,0.2670910409135076,0.5899661064960495,0.41003389350395025,1X,0.4235879455641411,,2.3607848393045847,,missing,,,0.24051324,HIGH,0.5974,False
2026-04-05,2026-04-05,D1,eintracht frankfurt,fc koln,2.0701756445413158,0.9595086720598586,0.61920228090386,0.2225940336398443,0.15820368545629565,0.38079771909613996,X2,0.41843154607215066,,2.3898771719940273,,missing,,,0.23341056,HIGH,0.6288,False
2026-04-05,2026-04-05T15:30:00+00:00,D1,eintracht frankfurt,1. fc köln,2.0701756445413158,0.9595086720598586,0.61920228090386,0.2225940336398443,0.15820368545629565,0.38079771909613996,X2,0.41843154607215066,,2.3898771719940273,,missing,,,0.23341056,HIGH,0.6288,False
2026-04-05,2026-04-05,DK1,fc copenhagen,silkeborg,1.8804864201571079,0.9378435994066538,0.5865631625900254,0.23632240598763402,0.17711443142234048,0.4134368374099745,X2,0.41502175780126965,,2.4095122272573555,,missing,,,0.24100158039999997,HIGH,0.59486,False
2026-04-05,2026-04-05,RO1,fc rapid bucuresti,u. cluj,0.7914789447591243,1.9469991874328227,0.16502711644683327,0.17077582519995047,0.6641970583532164,0.3358029416467837,1X,0.40812380194467557,,2.4502369017319845,,missing,,,0.22862556,HIGH,0.6462,False
2026-04-05,2026-04-05T17:30:00+00:00,RO1,rapid,universitatea cluj,0.7914789447591243,1.9469991874328227,0.16502711644683327,0.17077582519995047,0.6641970583532164,0.3358029416467837,1X,0.40812380194467557,,2.4502369017319845,,missing,,,0.22862556,HIGH,0.6462,False
2026-04-05,2026-04-05,I1,inter,as roma,2.0459342223652004,0.9326411272887896,0.6437304966149798,0.1780234579719031,0.1782460454131171,0.35626950338502017,X2,0.40286504538590784,2.15,2.482220811790935,2.15,market,0.46511627906976744,-0.0622512336838596,0.23287042560000001,HIGH,0.63088,False
