league,team,h_for,h_against,a_for,a_against,n_home,n_away
n1,g.a. eagles,2.6666666666666665,3.0,2.3333333333333335,5.666666666666667,6,6
n1,groningen,2.1666666666666665,2.8333333333333335,4.5,2.1666666666666665,6,6
n1,heerenveen,2.8333333333333335,1.6666666666666667,1.4285714285714286,2.7142857142857144,6,7
n1,heracles,2.5714285714285716,3.5714285714285716,2.0,2.4,7,5
n1,nac breda,3.2,1.8,2.7142857142857144,2.857142857142857,5,7
n1,nijmegen,4.5,1.5,2.142857142857143,2.142857142857143,6,7
n1,psv,3.0,2.6666666666666665,3.0,1.8,6,5
n1,sittard,2.1666666666666665,3.0,1.5,3.5,6,6
n1,sparta rotterdam,2.5,2.1666666666666665,2.3333333333333335,3.6666666666666665,6,6
n1,telstar,2.75,2.875,1.5,2.25,8,8
n1,twente,2.2857142857142856,1.2857142857142858,2.4285714285714284,1.5714285714285714,7,7
n1,utrecht,2.6666666666666665,2.0,3.0,2.3333333333333335,6,6
n1,willem ii,2.5,2.0,0.5,5.5,2,2
n1,zwolle,2.8333333333333335,2.5,2.5,2.8333333333333335,6,6
p1,afs,1.8333333333333333,4.0,2.2857142857142856,2.7142857142857144,6,7
p1,alverca,2.0,2.6,3.3333333333333335,1.8333333333333333,5,6
p1,arouca,1.4,3.4,1.5,2.3333333333333335,5,6
p1,benfica,4.4,1.2,4.5,1.3333333333333333,5,6
p1,braga,1.0,1.6666666666666667,2.2,2.0,6,5
p1,casa pia,1.8333333333333333,2.5,2.7142857142857144,2.2857142857142856,6,7
p1,estoril,1.1666666666666667,3.6666666666666665,1.8333333333333333,1.5,6,6
p1,estrela,1.4,3.2,1.6666666666666667,2.5,5,6
p1,famalicao,3.8333333333333335,1.8333333333333333,2.6666666666666665,1.5,6,6
p1,fc porto,3.4285714285714284,0.7142857142857143,3.2,1.4,7,5
p1,gil vicente,1.6666666666666667,1.1666666666666667,1.6666666666666667,2.8333333333333335,6,6
p1,moreirense,2.3333333333333335,3.0,1.8,2.8,6,5
p1,nacional,2.1666666666666665,3.1666666666666665,3.4,3.4,6,5
p1,rio ave,3.3333333333333335,2.6666666666666665,1.1666666666666667,2.1666666666666665,6,6
p1,santa clara,1.6,1.8,2.3333333333333335,3.3333333333333335,5,6
p1,sporting cp,3.0,2.6666666666666665,4.0,1.4,6,5
p1,tondela,2.1666666666666665,2.6666666666666665,1.2,3.4,6,5
p1,torreense,1.0,3.0,2.4571428571428573,2.238095238095238,1,0
p1,vitoria guimaraes,1.4,2.4,2.8333333333333335,1.5,5,6
p1,vizela,3.0,3.0,3.0,3.0,1,1
ro1,cfr cluj,3.0,0.8571428571428571,1.8571428571428572,3.142857142857143,7,7
ro1,csikszereda m. ciuc,2.8333333333333335,3.8333333333333335,0.5714285714285714,1.8571428571428572,6,7
ro1,dinamo bucuresti,2.7142857142857144,1.0,1.8571428571428572,2.7142857142857144,7,7
ro1,farul constanta,3.2857142857142856,1.5714285714285714,2.6666666666666665,2.1666666666666665,7,6
ro1,fc arges,2.0,2.7142857142857144,2.8,2.4,7,5
ro1,fc botosani,2.857142857142857,1.8571428571428572,2.1666666666666665,3.3333333333333335,7,6
ro1,fc hermannstadt,3.6666666666666665,2.5,2.4285714285714284,3.2857142857142856,6,7
ro1,fc rapid bucuresti,2.1666666666666665,1.6666666666666667,2.75,3.375,6,8
ro1,fc voluntari,2.0,4.0,1.0,0.0,1,1
ro1,fcsb,4.714285714285714,1.7142857142857142,1.5714285714285714,2.142857142857143,7,7
ro1,metaloglobus bucharest,2.857142857142857,1.8571428571428572,1.875,4.625,7,8
ro1,otelul,2.0,2.142857142857143,1.3333333333333333,3.6666666666666665,7,6
ro1,petrolul,3.4,1.6,2.2857142857142856,2.7142857142857144,5,7
ro1,poli iasi,3.0,2.0,5.0,1.0,1,1
ro1,u. cluj,3.0,1.7142857142857142,1.8571428571428572,2.4285714285714284,7,7
ro1,unirea slobozia,1.7142857142857142,2.857142857142857,1.5,3.75,7,8
ro1,univ. craiova,2.75,2.25,0.8333333333333334,1.1666666666666667,8,6
ro1,uta arad,2.4285714285714284,1.7142857142857142,3.6666666666666665,2.1666666666666665,7,6
rs1,crvena zvezda,4.125,1.25,2.6666666666666665,1.0,8,6
rs1,cukaricki,1.2857142857142858,1.7142857142857142,1.8571428571428572,2.5714285714285716,7,7
rs1,imt novi beograd,2.0,2.7142857142857144,2.4285714285714284,1.4285714285714286,7,7
rs1,javor,2.5,1.875,1.6,2.8,8,5
rs1,jedinstvo u.,2.3189655172413794,1.8448275862068966,0.0,1.0,0,1
rs1,macva,1.0,6.0,0.0,6.0,1,1
rs1,mladost,2.6,1.2,1.1111111111111112,2.7777777777777777,5,9
rs1,mladost gat,2.0,2.0,0.0,6.0,1,1
rs1,napredak,1.8571428571428572,2.7142857142857144,2.4444444444444446,2.5555555555555554,7,9
