surface,match_date,winner,loser,score,s1_score,s1_type,s2_score,actual_tb_s2,p_hold_w,p_hold_l,tb_base,tb_adj,delta_tb,p_adj_w,p_adj_l
Grass,2016-06-27,Dominika Cibulkova,Eugenie Bouchard,6-4 6-3,6-4,Normal,6-3,0,0.8016,0.694,0.1661,0.1661,0.0,0.8016,0.694
Grass,2016-06-27,Maria Sakkari,Saisai Zheng,6-3 6-2,6-3,Normal,6-2,0,0.762,0.4345,0.065,0.065,0.0,0.762,0.4345
Grass,2016-06-27,Christina Mchale,Daniela Hantuchova,7-5 6-2,7-5,7-5,6-2,0,0.4781,0.3843,0.1201,0.115,-0.0051,0.4924,0.3651
Grass,2016-06-27,Annika Beck,Heather Watson,3-6 6-0 12-10,3-6,Normal,6-0,0,0.6929,0.6434,0.1442,0.1442,0.0,0.6929,0.6434
Grass,2016-06-27,Aliaksandra Sasnovich,Kristina Mladenovic,6-3 6-3,6-3,Normal,6-3,0,0.8266,0.4321,0.047,0.047,0.0,0.8266,0.4321
Grass,2016-06-27,Sloane Stephens,Shuai Peng,7-6(5) 6-2,7-6,TB,6-2,0,0.9704,0.7949,0.2555,0.2003,-0.0552,0.9,0.7472
Grass,2016-06-27,Tara Moore,Alison Van Uytvanck,6-3 6-2,6-3,Normal,6-2,0,0.8176,0.6609,0.1477,0.1477,0.0,0.8176,0.6609
Grass,2016-06-27,Simona Halep,Madison Keys,6-7(5) 6-4 6-3,6-7,TB,6-4,0,0.8512,0.7573,0.207,0.2118,0.0049,0.8002,0.7875
Grass,2016-06-27,Kurumi Nara,Madison Brengle,6-2 6-7(5) 6-3,6-2,Blowout,6-7,1,0.7218,0.5499,0.1143,0.1219,0.0075,0.6929,0.5609
Grass,2016-06-27,Alize Cornet,Polona Hercog,6-3 6-0,6-3,Normal,6-0,0,0.8732,0.4597,0.0426,0.0426,0.0,0.8732,0.4597
Grass,2016-06-27,Timea Bacsinszky,Luksika Kumkhum,6-4 6-2,6-4,Normal,6-2,0,0.769,0.5,0.0859,0.0859,0.0,0.769,0.5
Grass,2016-06-27,Elena Vesnina,Kate Makarova,5-7 6-1 9-7,5-7,7-5,6-1,0,0.812,0.6539,0.1448,0.1566,0.0118,0.7714,0.6735
Grass,2016-06-27,Ying Ying Duan,Kristyna Pliskova,6-3 3-6 7-5,6-3,Normal,3-6,0,0.8288,0.8247,0.2447,0.2447,0.0,0.8288,0.8247
Grass,2016-06-27,Eugenie Bouchard,Johanna Konta,6-3 1-6 6-1,6-3,Normal,1-6,0,0.7584,0.6262,0.1378,0.1378,0.0,0.7584,0.6262
Grass,2016-06-27,Anastasia Pavlyuchenkova,Su Wei Hsieh,7-5 1-6 6-1,7-5,7-5,1-6,0,0.6732,0.6902,0.1506,0.1472,-0.0034,0.6934,0.6557
Grass,2016-06-27,Yaroslava Shvedova,Elina Svitolina,6-2 3-6 6-4,6-2,Blowout,3-6,0,0.8062,0.7185,0.1788,0.1812,0.0024,0.7739,0.7328
Grass,2016-06-27,Timea Babos,Katie Swan,6-2 6-3,6-2,Blowout,6-3,0,0.7955,0.3207,0.0267,0.0348,0.0081,0.7637,0.3272
Grass,2016-06-27,Madison Keys,Laura Siegemund,6-3 6-1,6-3,Normal,6-1,0,0.8031,0.452,0.0596,0.0596,0.0,0.8031,0.452
Grass,2016-06-27,Simona Halep,Francesca Schiavone,6-1 6-1,6-1,Blowout,6-1,0,0.8247,0.2416,0.0101,0.0148,0.0047,0.7917,0.2464
Grass,2016-06-27,Agnieszka Radwanska,Kateryna Baindl,6-2 6-1,6-2,Blowout,6-1,0,0.7809,0.3436,0.0348,0.0438,0.009,0.7497,0.3505
Grass,2016-06-27,Katerina Siniakova,Pauline Parmentier,6-3 7-5,6-3,Normal,7-5,0,0.9555,0.8152,0.2879,0.271,-0.0168,0.9,0.8152
Grass,2016-06-27,Daria Saville,Qiang Wang,2-6 6-3 6-4,2-6,Blowout,6-3,0,0.6769,0.6043,0.1345,0.1277,-0.0069,0.6904,0.5801
Grass,2016-06-27,Eugenie Bouchard,Magdalena Rybarikova,6-3 6-4,6-3,Normal,6-4,0,0.7854,0.5198,0.0893,0.0893,0.0,0.7854,0.5198
Grass,2016-06-27,Daria Kasatkina,Victoria Duval,6-0 7-5,6-0,Blowout,7-5,0,0.9533,0.3199,0.0043,0.0105,0.0062,0.9,0.3263
Grass,2016-06-27,Caroline Garcia,Cagla Buyukakcay,6-2 6-3,6-2,Blowout,6-3,0,0.8463,0.3925,0.0315,0.0416,0.0101,0.8125,0.4004
Grass,2016-06-27,Serena Williams,Annika Beck,6-3 6-0,6-3,Normal,6-0,0,0.9624,0.2366,0.0009,0.0035,0.0026,0.9,0.2366
Grass,2016-06-27,Petra Kvitova,Sorana Cirstea,6-0 6-4,6-0,Blowout,6-4,0,0.9802,0.3969,0.0067,0.0223,0.0157,0.9,0.4048
Grass,2016-06-27,Roberta Vinci,Alison Riske Amritraj,6-2 5-7 6-3,6-2,Blowout,5-7,0,0.7489,0.5828,0.122,0.1297,0.0078,0.7189,0.5944
Grass,2016-06-27,Elena Vesnina,Andrea Petkovic,7-5 6-3,7-5,7-5,6-3,0,0.7889,0.5899,0.1179,0.0991,-0.0187,0.8125,0.5604
Grass,2016-06-27,Monica Niculescu,Aleksandra Krunic,6-1 6-4,6-1,Blowout,6-4,0,0.8227,0.5462,0.0901,0.1034,0.0133,0.7898,0.5571
Grass,2016-06-27,Marina Erakovic,Jelena Jankovic,4-6 7-6(1) 8-6,4-6,Normal,7-6,1,0.7357,0.7155,0.1681,0.1681,0.0,0.7357,0.7155
Grass,2016-06-27,Dominika Cibulkova,Mirjana Lucic,7-5 6-3,7-5,7-5,6-3,0,0.6972,0.4501,0.0868,0.0744,-0.0124,0.7181,0.4276
Grass,2016-06-27,Roberta Vinci,Ying Ying Duan,6-3 7-5,6-3,Normal,7-5,0,0.8723,0.7357,0.1916,0.1916,0.0,0.8723,0.7357
Grass,2016-06-27,Katerina Siniakova,Caroline Garcia,4-6 6-4 6-1,4-6,Normal,6-4,0,0.856,0.7647,0.2132,0.2132,0.0,0.856,0.7647
Grass,2016-06-27,Dominika Cibulkova,Daria Saville,6-3 6-2,6-3,Normal,6-2,0,0.8809,0.4269,0.0316,0.0316,0.0,0.8809,0.4269
Grass,2016-06-27,Anastasia Pavlyuchenkova,Yulia Putintseva,7-5 6-1,7-5,7-5,6-1,0,0.856,0.5151,0.0671,0.0496,-0.0175,0.8816,0.4893
Grass,2016-06-27,Simona Halep,Kiki Bertens,6-4 6-3,6-4,Normal,6-3,0,0.856,0.5219,0.0698,0.0698,0.0,0.856,0.5219
Grass,2016-06-27,Kate Makarova,Petra Kvitova,7-5 7-6(5),7-5,7-5,7-6,1,0.7801,0.7357,0.1836,0.1686,-0.0149,0.8035,0.6989
Grass,2016-06-27,Barbora Strycova,Evgeniya Rodina,6-4 6-0,6-4,Normal,6-0,0,0.7801,0.3098,0.0275,0.0275,0.0,0.7801,0.3098
Grass,2016-06-27,Anastasia Pavlyuchenkova,Timea Bacsinszky,6-3 6-2,6-3,Normal,6-2,0,0.9269,0.5983,0.0802,0.0907,0.0105,0.9,0.5983
Grass,2016-06-27,Jana Cepelova,Garbine Muguruza,6-3 6-2,6-3,Normal,6-2,0,0.8463,0.5566,0.0878,0.0878,0.0,0.8463,0.5566
Grass,2016-06-27,Coco Vandeweghe,Kateryna Bondarenko,6-2 7-6(3),6-2,Blowout,7-6,1,0.9029,0.6507,0.1216,0.1407,0.0191,0.8667,0.6637
Grass,2016-06-27,Daria Kasatkina,Lara Arruabarrena,7-6(9) 6-3,7-6,TB,6-3,0,0.779,0.609,0.1281,0.1052,-0.0229,0.8101,0.5725
Grass,2016-06-27,Sabine Lisicki,Shelby Rogers,6-1 6-3,6-1,Blowout,6-3,0,0.8197,0.3124,0.0206,0.028,0.0074,0.7869,0.3187
Grass,2016-06-27,Madison Keys,Kirsten Flipkens,6-4 4-6 6-3,6-4,Normal,4-6,0,0.8014,0.6694,0.1538,0.1538,0.0,0.8014,0.6694
Grass,2016-06-27,Svetlana Kuznetsova,Sloane Stephens,6-7(1) 6-2 8-6,6-7,TB,6-2,0,0.7208,0.6616,0.1507,0.1511,0.0004,0.6775,0.6881
Grass,2016-06-27,Serena Williams,Christina Mchale,6-7(7) 6-2 6-4,6-7,TB,6-2,0,0.851,0.6285,0.1233,0.146,0.0227,0.7999,0.6536
Grass,2016-06-27,Misaki Doi,Karolina Pliskova,7-6(5) 6-3,7-6,TB,6-3,0,0.8852,0.7044,0.1657,0.1305,-0.0352,0.9,0.6622
Grass,2016-06-27,Anna Lena Friedsam,Ekaterina Alexandrova,6-4 7-6(1),6-4,Normal,7-6,1,0.8342,0.6332,0.1298,0.1298,0.0,0.8342,0.6332
Grass,2016-06-27,Carina Witthoeft,Kurumi Nara,6-3 6-0,6-3,Normal,6-0,0,0.888,0.4296,0.0305,0.0305,0.0,0.888,0.4296
Grass,2016-06-27,Angelique Kerber,Varvara Lepchenko,6-1 6-4,6-1,Blowout,6-4,0,0.9724,0.6999,0.1327,0.1706,0.0378,0.9,0.7139
Grass,2016-06-27,Agnieszka Radwanska,Ana Konjuh,6-2 4-6 9-7,6-2,Blowout,4-6,0,0.79,0.5853,0.1156,0.1261,0.0105,0.7584,0.597
Grass,2016-06-27,Venus Williams,Maria Sakkari,7-5 4-6 6-3,7-5,7-5,4-6,0,0.7016,0.66,0.1489,0.1401,-0.0088,0.7226,0.627
Grass,2016-06-27,Lucie Safarova,Samantha Crawford,6-3 6-4,6-3,Normal,6-4,0,0.9901,0.6772,0.1024,0.1414,0.039,0.9,0.6772
Grass,2016-06-27,Kiki Bertens,Mona Barthel,6-4 6-4,6-4,Normal,6-4,0,0.8381,0.606,0.1144,0.1144,0.0,0.8381,0.606
Grass,2016-06-27,Yulia Putintseva,Marina Melnikova,7-5 6-2,7-5,7-5,6-2,0,0.8157,0.5212,0.0815,0.0642,-0.0173,0.8402,0.4951
Grass,2016-06-27,Sloane Stephens,Mandy Minella,3-6 7-6(6) 8-6,3-6,Normal,7-6,1,0.659,0.7117,0.1494,0.1494,0.0,0.659,0.7117
Grass,2016-06-27,Svetlana Kuznetsova,Tara Moore,6-1 2-6 6-3,6-1,Blowout,2-6,0,0.6691,0.4829,0.1029,0.1103,0.0074,0.6423,0.4925
Grass,2016-06-27,Samantha Stosur,Magda Linette,7-5 6-3,7-5,7-5,6-3,0,0.9393,0.7357,0.1823,0.1582,-0.0241,0.9,0.6989
Grass,2016-06-27,Alize Cornet,Sara Errani,7-6(4) 7-5,7-6,TB,7-5,0,0.5746,0.457,0.1134,0.1037,-0.0096,0.5976,0.4296
Grass,2016-06-27,Samantha Crawford,Paula Kania,7-5 6-3,7-5,7-5,6-3,0,0.9241,0.7107,0.1618,0.1399,-0.022,0.9,0.6751
Grass,2016-06-27,Marina Erakovic,Irina Falconi,4-6 6-3 10-8,4-6,Normal,6-3,0,0.7934,0.728,0.1823,0.1823,0.0,0.7934,0.728
Grass,2016-06-27,Sabine Lisicki,Samantha Stosur,6-4 6-2,6-4,Normal,6-2,0,0.9819,0.5691,0.0422,0.0758,0.0336,0.9,0.5691
Grass,2016-06-27,Serena Williams,Amra Sadikovic,6-2 6-4,6-2,Blowout,6-4,0,0.8896,0.4788,0.0438,0.0576,0.0139,0.854,0.4884
Grass,2016-06-27,Carla Suarez Navarro,Shuai Zhang,6-3 4-6 6-4,6-3,Normal,4-6,0,0.7607,0.7402,0.1811,0.1811,0.0,0.7607,0.7402
Grass,2016-06-27,Yaroslava Shvedova,Julia Goerges,7-5 6-4,7-5,7-5,6-4,0,0.7854,0.6043,0.125,0.1063,-0.0187,0.8089,0.5741
Grass,2016-06-27,Jelena Jankovic,Stefanie Voegele,6-2 6-2,6-2,Blowout,6-2,0,0.9716,0.3792,0.0064,0.019,0.0126,0.9,0.3868
Grass,2016-06-27,Annika Beck,Aliaksandra Sasnovich,6-2 6-1,6-2,Blowout,6-1,0,0.904,0.21,0.0022,0.0043,0.002,0.8678,0.2142
Grass,2016-06-27,Timea Bacsinszky,Monica Niculescu,4-6 6-2 6-1,4-6,Normal,6-2,0,0.6979,0.5,0.1023,0.1023,0.0,0.6979,0.5
Grass,2016-06-27,Garbine Muguruza,Camila Giorgi,6-2 5-7 6-4,6-2,Blowout,5-7,0,0.834,0.6813,0.1574,0.1666,0.0092,0.8006,0.695
Grass,2016-06-27,Lucie Safarova,Bethanie Mattek Sands,6-7(7) 7-6(3) 7-5,6-7,TB,7-6,1,0.7357,0.694,0.1618,0.1592,-0.0025,0.6916,0.7218
Grass,2017-06-12,Evgeniya Rodina,Antonia Lottner,7-5 6-3,7-5,7-5,6-3,0,0.659,0.4004,0.0816,0.0706,-0.011,0.6787,0.3804
Grass,2017-06-12,Anett Kontaveit,Carina Witthoeft,6-3 6-1,6-3,Normal,6-1,0,0.9033,0.4695,0.037,0.0379,0.0009,0.9,0.4695
Grass,2017-06-12,Evgeniya Rodina,Miyu Kato,6-1 6-1,6-1,Blowout,6-1,0,0.9447,0.1824,0.0005,0.0016,0.0011,0.9,0.1861
Grass,2017-06-12,Donna Vekic,Shelby Rogers,6-4 6-3,6-4,Normal,6-3,0,0.856,0.7268,0.1853,0.1853,0.0,0.856,0.7268
Grass,2017-06-12,Natalia Vikhlyantseva,Cornelia Lister,6-1 6-4,6-1,Blowout,6-4,0,0.9454,0.5925,0.0693,0.0941,0.0248,0.9,0.6044
Grass,2017-06-12,Anett Kontaveit,Natalia Vikhlyantseva,6-2 6-3,6-2,Blowout,6-3,0,0.8473,0.4773,0.0557,0.0689,0.0132,0.8134,0.4868
Grass,2017-06-12,Richel Hogenkamp,Mandy Minella,6-3 6-3,6-3,Normal,6-3,0,0.8852,0.4367,0.033,0.033,0.0,0.8852,0.4367
Grass,2017-06-12,Magda Linette,Oceane Dodin,6-4 7-6(5),6-4,Normal,7-6,1,0.9026,0.7686,0.2212,0.2211,-0.0001,0.9,0.7686
Grass,2017-06-12,Antonia Lottner,Dominika Cibulkova,7-5 2-6 6-4,7-5,7-5,2-6,0,0.7607,0.7584,0.1871,0.1776,-0.0096,0.7835,0.7205
Grass,2017-06-12,Natalia Vikhlyantseva,Ana Konjuh,6-3 7-5,6-3,Normal,7-5,0,0.8107,0.8347,0.239,0.239,0.0,0.8107,0.8347
Grass,2017-06-12,Yanina Wickmayer,Elizaveta Kulichkova,6-4 6-4,6-4,Normal,6-4,0,0.8914,0.7893,0.2408,0.2408,0.0,0.8914,0.7893
Grass,2017-06-12,Maria Sakkari,Jana Cepelova,7-6(3) 5-7 7-6(6),7-6,TB,5-7,0,0.6385,0.6031,0.1336,0.126,-0.0076,0.664,0.5669
Grass,2017-06-12,Lesia Tsurenko,Petra Krejsova,6-2 6-3,6-2,Blowout,6-3,0,0.8062,0.401,0.0433,0.0539,0.0106,0.7739,0.409
Grass,2017-06-12,Kristina Mladenovic,Aliaksandra Sasnovich,3-6 6-2 6-2,3-6,Normal,6-2,0,0.6527,0.468,0.102,0.102,0.0,0.6527,0.468
Grass,2017-06-12,Arantxa Rus,Andrea Hlavackova,6-2 7-5,6-2,Blowout,7-5,0,0.8989,0.7357,0.1898,0.203,0.0132,0.8629,0.7504
Grass,2017-06-12,Kurumi Nara,Lauren Davis,6-3 6-3,6-3,Normal,6-3,0,0.6902,0.3818,0.068,0.068,0.0,0.6902,0.3818
Grass,2017-06-12,Natalia Vikhlyantseva,Andrea Petkovic,6-3 5-7 6-2,6-3,Normal,5-7,0,0.5236,0.4156,0.1153,0.1153,0.0,0.5236,0.4156
Grass,2017-06-12,Julia Boserup,Laura Robson,6-4 6-3,6-4,Normal,6-3,0,0.757,0.5953,0.1256,0.1256,0.0,0.757,0.5953
Grass,2017-06-12,Carina Witthoeft,Camila Giorgi,7-6(5) 6-3,7-6,TB,6-3,0,0.9104,0.7407,0.193,0.1561,-0.037,0.9,0.6963
Grass,2017-06-12,Ana Konjuh,Richel Hogenkamp,4-6 6-3 6-4,4-6,Normal,6-3,0,0.8738,0.7134,0.1742,0.1742,0.0,0.8738,0.7134
Grass,2017-06-12,Anett Kontaveit,Kirsten Flipkens,3-6 6-1 6-2,3-6,Normal,6-1,0,0.856,0.5828,0.0974,0.0974,0.0,0.856,0.5828
Grass,2017-06-12,Tsvetana Pironkova,Tereza Martincova,6-2 6-2,6-2,Blowout,6-2,0,0.7565,0.4172,0.061,0.0716,0.0106,0.7263,0.4256
Grass,2017-06-12,Lesia Tsurenko,Kristina Mladenovic,6-3 6-1,6-3,Normal,6-1,0,0.9201,0.4434,0.0258,0.0309,0.0051,0.9,0.4434
Grass,2017-06-12,Kristie Ahn,Naomi Osaka,6-1 6-1,6-1,Blowout,6-1,0,0.9926,0.3043,0.0011,0.0088,0.0077,0.9,0.3104
Grass,2017-06-12,Lucie Safarova,Grace Min,6-3 6-7(5) 6-2,6-3,Normal,6-7,1,0.774,0.5483,0.1035,0.1035,0.0,0.774,0.5483
Grass,2017-06-12,Natalia Vikhlyantseva,Arantxa Rus,6-3 6-2,6-3,Normal,6-2,0,0.8208,0.6308,0.1313,0.1313,0.0,0.8208,0.6308
Grass,2017-06-12,Anett Kontaveit,Lesia Tsurenko,6-3 6-7(0) 6-2,6-3,Normal,6-7,1,0.7626,0.6999,0.1668,0.1668,0.0,0.7626,0.6999
Grass,2017-06-12,Ana Konjuh,Evgeniya Rodina,6-3 6-7(4) 7-6(10),6-3,Normal,6-7,1,0.6452,0.539,0.121,0.121,0.0,0.6452,0.539
Grass,2017-06-12,Su Wei Hsieh,Kristina Kucova,6-1 6-4,6-1,Blowout,6-4,0,0.6966,0.2643,0.0356,0.0436,0.008,0.6687,0.2696
Grass,2017-06-12,Andrea Petkovic,Kiki Bertens,7-6(6) 2-6 6-2,7-6,TB,2-6,0,0.659,0.5613,0.125,0.1131,-0.012,0.6853,0.5276
Grass,2017-06-12,Lesia Tsurenko,Elise Mertens,6-4 6-1,6-4,Normal,6-1,0,0.856,0.5227,0.0701,0.0701,0.0,0.856,0.5227
Grass,2017-06-12,Petra Krejsova,Jelena Jankovic,6-3 7-5,6-3,Normal,7-5,0,0.9674,0.7124,0.1476,0.1693,0.0217,0.9,0.7124
Grass,2017-06-12,Camila Giorgi,Varvara Lepchenko,6-3 6-7(6) 6-2,6-3,Normal,6-7,1,0.9008,0.8306,0.2894,0.289,-0.0004,0.9,0.8306
Grass,2017-06-12,Magdalena Rybarikova,Kristie Ahn,6-4 6-1,6-4,Normal,6-1,0,0.8644,0.5793,0.093,0.093,0.0,0.8644,0.5793
Grass,2017-06-12,Donna Vekic,Johanna Konta,2-6 7-6(3) 7-5,2-6,Blowout,7-6,1,0.8014,0.7876,0.2123,0.2007,-0.0117,0.8174,0.7561
Grass,2017-06-12,Johanna Konta,Yanina Wickmayer,6-4 6-1,6-4,Normal,6-1,0,0.6609,0.3636,0.0707,0.0707,0.0,0.6609,0.3636
Grass,2017-06-12,Tsvetana Pironkova,Kurumi Nara,6-3 6-2,6-3,Normal,6-2,0,0.8732,0.4764,0.0479,0.0479,0.0,0.8732,0.4764
Grass,2017-06-12,Johanna Konta,Magdalena Rybarikova,6-2 7-5,6-2,Blowout,7-5,0,0.856,0.6285,0.122,0.1365,0.0145,0.8217,0.6411
Grass,2017-06-12,Jana Fett,Mona Barthel,6-3 5-7 7-5,6-3,Normal,5-7,0,0.8199,0.6732,0.1542,0.1542,0.0,0.8199,0.6732
Grass,2017-06-12,Johanna Konta,Ashleigh Barty,6-3 7-5,6-3,Normal,7-5,0,0.8644,0.6068,0.1074,0.1074,0.0,0.8644,0.6068
Grass,2017-06-12,Alison Riske Amritraj,Heather Watson,6-2 6-3,6-2,Blowout,6-3,0,0.8347,0.4554,0.052,0.0644,0.0124,0.8013,0.4646
Grass,2017-06-12,Aliaksandra Sasnovich,Anna Kalinskaya,6-3 6-4,6-3,Normal,6-4,0,0.8296,0.856,0.2637,0.2637,0.0,0.8296,0.856
Grass,2017-06-12,Donna Vekic,Lucie Safarova,7-6(5) 3-6 7-6(4),7-6,TB,3-6,0,0.8371,0.7976,0.2315,0.2028,-0.0287,0.8706,0.7497
Grass,2017-06-12,Donna Vekic,Maria Sakkari,6-2 6-3,6-2,Blowout,6-3,0,0.7642,0.4745,0.0779,0.089,0.0111,0.7337,0.484
Grass,2017-06-12,Maria Sakkari,Christina Mchale,1-6 7-6(3) 7-5,1-6,Blowout,7-6,1,0.6766,0.6732,0.1486,0.1448,-0.0039,0.6902,0.6463
Grass,2017-06-12,Magdalena Rybarikova,Alison Riske Amritraj,6-2 6-7(5) 7-5,6-2,Blowout,6-7,1,0.6501,0.5617,0.1257,0.1286,0.0029,0.6241,0.5729
Grass,2017-06-12,Kristie Ahn,Magda Linette,6-3 6-1,6-3,Normal,6-1,0,0.9228,0.5,0.0403,0.0475,0.0073,0.9,0.5
Grass,2017-06-12,Magdalena Rybarikova,Dayana Yastremska,6-1 6-2,6-1,Blowout,6-2,0,0.8933,0.4501,0.0344,0.0468,0.0124,0.8576,0.4591
Grass,2017-06-12,Ana Konjuh,Tamara Korpatsch,6-4 6-4,6-4,Normal,6-4,0,0.8085,0.6644,0.1506,0.1506,0.0,0.8085,0.6644
Grass,2017-06-12,Arantxa Rus,Timea Babos,5-7 6-2 6-3,5-7,7-5,6-2,0,0.8927,0.6364,0.1157,0.1397,0.0239,0.848,0.6554
Grass,2017-06-12,Christina Mchale,Anastasija Sevastova,6-0 5-7 7-6(2),6-0,Blowout,5-7,0,0.7562,0.6145,0.1334,0.1399,0.0066,0.726,0.6268
Grass,2017-06-12,Ashleigh Barty,Jana Fett,6-2 6-1,6-2,Blowout,6-1,0,0.8776,0.3692,0.0202,0.0287,0.0086,0.8425,0.3766
Grass,2017-06-12,Donna Vekic,Julia Boserup,6-3 6-4,6-3,Normal,6-4,0,0.8491,0.7201,0.1808,0.1808,0.0,0.8491,0.7201
Grass,2017-06-12,Kirsten Flipkens,Madison Brengle,6-1 6-2,6-1,Blowout,6-2,0,0.9354,0.4643,0.0266,0.0397,0.0131,0.898,0.4736
Grass,2017-06-12,Lucie Safarova,Su Wei Hsieh,1-6 6-3 7-6(7),1-6,Blowout,6-3,0,0.6052,0.6732,0.1348,0.1363,0.0015,0.6173,0.6463
Grass,2017-06-12,Carina Witthoeft,Coco Vandeweghe,6-7(3) 6-3 7-5,6-7,TB,6-3,0,0.7498,0.7731,0.1876,0.1717,-0.0159,0.7048,0.804
Grass,2017-06-12,Lucie Safarova,Tsvetana Pironkova,6-3 0-6 6-4,6-3,Normal,0-6,0,0.5639,0.6218,0.1272,0.1272,0.0,0.5639,0.6218
Grass,2017-06-12,Ashleigh Barty,Tatjana Maria,4-6 6-3 6-0,4-6,Normal,6-3,0,0.925,0.5886,0.0759,0.0856,0.0097,0.9,0.5886
Grass,2017-06-12,Anett Kontaveit,Kristyna Pliskova,6-7(5) 6-3 6-1,6-7,TB,6-3,0,0.9036,0.599,0.0898,0.1206,0.0308,0.8494,0.623
Grass,2017-06-12,Andrea Hlavackova,Asia Muhammad,6-3 3-6 6-4,6-3,Normal,3-6,0,0.8927,0.7947,0.2465,0.2465,0.0,0.8927,0.7947
Grass,2017-06-12,Kristina Mladenovic,Risa Ozaki,7-5 6-1,7-5,7-5,6-1,0,0.8723,0.5,0.0562,0.04,-0.0163,0.8985,0.475
Grass,2017-06-19,Anastasija Sevastova,Julia Goerges,6-4 3-6 6-3,6-4,Normal,3-6,0,0.6979,0.6468,0.1454,0.1454,0.0,0.6979,0.6468
Grass,2017-06-19,Kristyna Pliskova,Timea Babos,6-2 3-6 6-3,6-2,Blowout,3-6,0,0.9492,0.8126,0.2823,0.2869,0.0046,0.9,0.8289
Grass,2017-06-19,Anastasija Sevastova,Ana Konjuh,7-5 1-6 7-6(5),7-5,7-5,1-6,0,0.6004,0.608,0.1316,0.1293,-0.0023,0.6184,0.5776
Grass,2017-06-19,Julia Goerges,Lara Arruabarrena,6-1 6-2,6-1,Blowout,6-2,0,0.8852,0.4321,0.0318,0.0434,0.0115,0.8498,0.4408
Grass,2017-06-19,Caroline Garcia,Jelena Jankovic,6-4 6-4,6-4,Normal,6-4,0,0.7961,0.6323,0.1362,0.1362,0.0,0.7961,0.6323
Grass,2017-06-19,Catherine Cartan Bellis,Carla Suarez Navarro,6-3 7-5,6-3,Normal,7-5,0,0.6732,0.3532,0.0644,0.0644,0.0,0.6732,0.3532
Grass,2017-06-19,Francesca Schiavone,Eugenie Bouchard,6-7(5) 6-4 6-3,6-7,TB,6-4,0,0.8508,0.6486,0.135,0.1564,0.0214,0.7998,0.6745
Grass,2017-06-19,Roberta Vinci,Sara Errani,6-2 6-1,6-2,Blowout,6-1,0,0.79,0.2045,0.0099,0.0142,0.0043,0.7584,0.2086
Grass,2017-06-19,Sabine Lisicki,Shelby Rogers,6-3 6-4,6-3,Normal,6-4,0,0.9139,0.6122,0.0933,0.0986,0.0053,0.9,0.6122
Grass,2017-06-19,Anastasija Sevastova,Caroline Garcia,6-4 6-2,6-4,Normal,6-2,0,0.9168,0.5198,0.049,0.0547,0.0057,0.9,0.5198
Grass,2017-06-19,Kirsten Flipkens,Mandy Minella,3-6 6-3 6-2,3-6,Normal,6-3,0,0.8696,0.6457,0.1286,0.1286,0.0,0.8696,0.6457
Grass,2017-06-19,Shelby Rogers,Beatriz Haddad Maia,7-6(4) 6-3,7-6,TB,6-3,0,0.9645,0.7854,0.2408,0.1919,-0.0488,0.9,0.7383
Grass,2017-06-19,Julia Goerges,Catherine Cartan Bellis,6-1 6-1,6-1,Blowout,6-1,0,0.7584,0.1191,0.005,0.0075,0.0025,0.7281,0.1215
Grass,2017-06-19,Catherine Cartan Bellis,Kristyna Pliskova,6-3 6-2,6-3,Normal,6-2,0,0.9008,0.5205,0.0547,0.0549,0.0003,0.9,0.5205
Grass,2017-06-19,Anastasia Pavlyuchenkova,Sara Sorribes Tormo,4-6 7-5 6-4,4-6,Normal,7-5,0,0.8027,0.6616,0.1497,0.1497,0.0,0.8027,0.6616
Grass,2017-06-19,Victoria Azarenka,Risa Ozaki,6-3 4-6 7-6(7),6-3,Normal,4-6,0,0.6185,0.572,0.1284,0.1284,0.0,0.6185,0.572
Grass,2017-06-19,Anastasija Sevastova,Elise Mertens,7-6(2) 5-7 6-1,7-6,TB,5-7,0,0.694,0.4871,0.0991,0.0832,-0.0159,0.7218,0.4579
Grass,2017-06-19,Roberta Vinci,Kirsten Flipkens,6-4 5-7 6-2,6-4,Normal,5-7,0,0.7801,0.658,0.1497,0.1497,0.0,0.7801,0.658
Grass,2017-06-19,Kristyna Pliskova,Francesca Schiavone,6-3 7-6(7),6-3,Normal,7-6,1,0.9145,0.7306,0.1827,0.185,0.0024,0.9,0.7306
Grass,2017-06-19,Julia Goerges,Sabine Lisicki,6-2 6-4,6-2,Blowout,6-4,0,0.8946,0.5171,0.0555,0.0712,0.0157,0.8588,0.5275
Grass,2017-06-19,Catherine Cartan Bellis,Mona Barthel,4-6 6-4 6-2,4-6,Normal,6-4,0,0.8381,0.721,0.1816,0.1816,0.0,0.8381,0.721
Grass,2017-06-19,Ana Konjuh,Victoria Azarenka,6-1 6-3,6-1,Blowout,6-3,0,0.8266,0.452,0.0532,0.0653,0.0122,0.7935,0.4611
Grass,2017-06-19,Julia Goerges,Anastasia Pavlyuchenkova,6-1 6-2,6-1,Blowout,6-2,0,0.9716,0.4722,0.0186,0.0416,0.023,0.9,0.4817
Grass,2017-06-19,Anastasija Sevastova,Varvara Lepchenko,6-7(2) 6-1 6-3,6-7,TB,6-1,0,0.819,0.6052,0.1187,0.138,0.0194,0.7698,0.6294
