surface,match_date,winner,loser,score,s1_score,s1_type,s2_score,actual_tb_s2,p_hold_w,p_hold_l,tb_base,tb_adj,delta_tb,p_adj_w,p_adj_l
Grass,2017-06-19,Caroline Garcia,Roberta Vinci,6-2 7-6(8),6-2,Blowout,7-6,1,0.7669,0.6972,0.1661,0.1669,0.0008,0.7362,0.7111
Grass,2017-06-19,Varvara Lepchenko,Veronica Cepede Royg,3-6 6-3 7-6(4),3-6,Normal,6-3,0,0.8118,0.7357,0.1885,0.1885,0.0,0.8118,0.7357
Grass,2017-06-19,Ana Konjuh,Ons Jabeur,7-6(1) 4-6 6-3,7-6,TB,4-6,0,0.8247,0.7318,0.1877,0.1584,-0.0293,0.8577,0.6879
Grass,2017-06-19,Jana Cepelova,Pauline Parmentier,6-2 6-0,6-2,Blowout,6-0,0,0.8691,0.1557,0.0017,0.0032,0.0015,0.8343,0.1588
Grass,2017-06-19,Caroline Garcia,Jana Cepelova,6-3 6-7(5) 6-3,6-3,Normal,6-7,1,0.8062,0.7904,0.2155,0.2155,0.0,0.8062,0.7904
Grass,2017-06-19,Mona Barthel,Anna Kalinskaya,7-6(6) 6-4,7-6,TB,6-4,0,0.7524,0.5542,0.1104,0.0905,-0.0199,0.7825,0.5209
Grass,2017-06-19,Daria Saville,Su Wei Hsieh,6-4 6-4,6-4,Normal,6-4,0,0.7492,0.5416,0.1062,0.1062,0.0,0.7492,0.5416
Grass,2017-06-19,Coco Vandeweghe,Johanna Konta,6-1 6-3,6-1,Blowout,6-3,0,0.9857,0.4554,0.0122,0.0365,0.0243,0.9,0.4646
Grass,2017-06-19,Petra Kvitova,Naomi Broady,6-2 6-2,6-2,Blowout,6-2,0,0.9882,0.548,0.032,0.071,0.039,0.9,0.5589
Grass,2017-06-19,Lucie Safarova,Daria Saville,6-7(4) 6-3 7-6(5),6-7,TB,6-3,0,0.7809,0.6495,0.1458,0.1558,0.01,0.7341,0.6755
Grass,2017-06-19,Petra Kvitova,Tereza Smitkova,6-2 6-3,6-2,Blowout,6-3,0,0.9143,0.5711,0.0714,0.0903,0.0189,0.8777,0.5825
Grass,2017-06-19,Lucie Safarova,Dominika Cibulkova,5-7 7-6(7) 7-5,5-7,7-5,7-6,1,0.8605,0.8199,0.2582,0.2484,-0.0098,0.8175,0.8445
Grass,2017-06-19,Camila Giorgi,Elina Svitolina,6-4 4-6 6-2,6-4,Normal,4-6,0,0.7257,0.4407,0.0766,0.0766,0.0,0.7257,0.4407
Grass,2017-06-19,Petra Kvitova,Ashleigh Barty,4-6 6-3 6-2,4-6,Normal,6-3,0,0.788,0.7052,0.1711,0.1711,0.0,0.788,0.7052
Grass,2017-06-19,Daria Saville,Katerina Siniakova,7-5 2-6 6-4,7-5,7-5,2-6,0,0.6364,0.67,0.1412,0.14,-0.0012,0.6554,0.6365
Grass,2017-06-19,Kristina Mladenovic,Shuai Zhang,6-4 7-6(3),6-4,Normal,7-6,1,0.856,0.6999,0.1667,0.1667,0.0,0.856,0.6999
Grass,2017-06-19,Shuai Zhang,Magda Linette,7-5 7-5,7-5,7-5,7-5,0,0.7713,0.6122,0.1306,0.113,-0.0175,0.7945,0.5816
Grass,2017-06-19,Petra Kvitova,Kristina Mladenovic,6-4 7-6(5),6-4,Normal,7-6,1,0.864,0.6658,0.1427,0.1427,0.0,0.864,0.6658
Grass,2017-06-19,Lucie Safarova,Naomi Osaka,6-2 6-4,6-2,Blowout,6-4,0,0.9745,0.7277,0.161,0.1956,0.0345,0.9,0.7422
Grass,2017-06-19,Ashleigh Barty,Barbora Strycova,6-3 3-6 6-1,6-3,Normal,3-6,0,0.7908,0.6401,0.1405,0.1405,0.0,0.7908,0.6401
Grass,2017-06-19,Kristina Mladenovic,Ying Ying Duan,6-3 7-6(2),6-3,Normal,7-6,1,0.8899,0.6527,0.1272,0.1272,0.0,0.8899,0.6527
Grass,2017-06-19,Alison Riske Amritraj,Donna Vekic,6-2 7-6(2),6-2,Blowout,7-6,1,0.9405,0.7482,0.1958,0.2156,0.0199,0.9,0.7632
Grass,2017-06-19,Elina Svitolina,Heather Watson,6-2 5-7 6-3,6-2,Blowout,5-7,0,0.7958,0.7038,0.1709,0.1738,0.0029,0.764,0.7179
Grass,2017-06-19,Garbine Muguruza,Elizaveta Kulichkova,6-3 3-6 6-4,6-3,Normal,3-6,0,0.7573,0.7201,0.1735,0.1735,0.0,0.7573,0.7201
Grass,2017-06-19,Johanna Konta,Lesia Tsurenko,6-3 7-6(6),6-3,Normal,7-6,1,0.863,0.8062,0.2479,0.2479,0.0,0.863,0.8062
Grass,2017-06-19,Garbine Muguruza,Alison Riske Amritraj,6-1 6-4,6-1,Blowout,6-4,0,0.8176,0.5171,0.0794,0.0924,0.0131,0.7849,0.5275
Grass,2017-06-19,Coco Vandeweghe,Christina Mchale,6-4 6-2,6-4,Normal,6-2,0,0.9168,0.7063,0.1599,0.1641,0.0042,0.9,0.7063
Grass,2017-06-19,Naomi Broady,Alize Cornet,7-6(3) 6-0,7-6,TB,6-0,0,0.8929,0.5403,0.0653,0.0503,-0.015,0.9,0.5078
Grass,2017-06-19,Ashleigh Barty,Garbine Muguruza,3-6 6-4 6-3,3-6,Normal,6-4,0,0.7796,0.7628,0.1944,0.1944,0.0,0.7796,0.7628
Grass,2017-06-19,Katerina Siniakova,Nao Hibino,7-5 7-5,7-5,7-5,7-5,0,0.6931,0.5512,0.119,0.1069,-0.0121,0.7139,0.5237
Grass,2017-06-19,Barbora Strycova,Yulia Putintseva,6-3 6-3,6-3,Normal,6-3,0,0.9282,0.7063,0.1566,0.1641,0.0076,0.9,0.7063
Grass,2017-06-19,Camila Giorgi,Natalia Vikhlyantseva,6-3 7-6(4),6-3,Normal,7-6,1,0.8082,0.6999,0.1692,0.1692,0.0,0.8082,0.6999
Grass,2017-06-19,Naomi Osaka,Lauren Davis,6-1 2-6 7-6(4),6-1,Blowout,2-6,0,0.7268,0.6364,0.143,0.1459,0.0029,0.6977,0.6491
Grass,2017-06-19,Ashleigh Barty,Marketa Vondrousova,7-5 7-6(1),7-5,7-5,7-6,1,0.8501,0.7309,0.1883,0.1599,-0.0284,0.8756,0.6944
Grass,2017-06-26,Karolina Pliskova,Caroline Wozniacki,6-4 6-4,6-4,Normal,6-4,0,0.9258,0.8371,0.3112,0.2967,-0.0146,0.9,0.8371
Grass,2017-06-26,Barbora Strycova,Lauren Davis,7-5 6-2,7-5,7-5,6-2,0,0.7284,0.4643,0.0837,0.0703,-0.0134,0.7502,0.4411
Grass,2017-06-26,Lara Arruabarrena,Daria Saville,2-6 6-2 6-3,2-6,Blowout,6-2,0,0.7405,0.6979,0.1636,0.155,-0.0086,0.7553,0.67
Grass,2017-06-26,Johanna Konta,Sorana Cirstea,6-2 6-2,6-2,Blowout,6-2,0,0.8031,0.4345,0.054,0.0655,0.0115,0.7709,0.4432
Grass,2017-06-26,Caroline Wozniacki,Elena Vesnina,6-1 6-2,6-1,Blowout,6-2,0,0.8332,0.3473,0.0246,0.033,0.0084,0.7999,0.3543
Grass,2017-06-26,Svetlana Kuznetsova,Mona Barthel,4-6 7-5 6-2,4-6,Normal,7-5,0,0.6448,0.6902,0.1444,0.1444,0.0,0.6448,0.6902
Grass,2017-06-26,Kristina Mladenovic,Shuai Zhang,6-0 6-4,6-0,Blowout,6-4,0,0.9613,0.4321,0.0142,0.0302,0.0161,0.9,0.4408
Grass,2017-06-26,Carla Suarez Navarro,Kate Makarova,6-3 6-1,6-3,Normal,6-1,0,0.866,0.3268,0.0153,0.0153,0.0,0.866,0.3268
Grass,2017-06-26,Johanna Konta,Angelique Kerber,6-3 6-4,6-3,Normal,6-4,0,0.7214,0.4233,0.0722,0.0722,0.0,0.7214,0.4233
Grass,2017-06-26,Jelena Ostapenko,Carla Suarez Navarro,6-3 0-6 6-4,6-3,Normal,0-6,0,0.5,0.5731,0.1201,0.1201,0.0,0.5,0.5731
Grass,2017-06-26,Caroline Wozniacki,Simona Halep,5-7 6-4 6-1,5-7,7-5,6-4,0,0.6527,0.3848,0.0789,0.0905,0.0116,0.62,0.3964
Grass,2017-06-26,Shuai Zhang,Varvara Lepchenko,6-2 6-1,6-2,Blowout,6-1,0,0.866,0.3769,0.0239,0.033,0.0091,0.8313,0.3844
Grass,2017-06-26,Shuai Peng,Timea Bacsinszky,7-6(7) 2-6 6-4,7-6,TB,2-6,0,0.7828,0.7684,0.1976,0.1814,-0.0162,0.8142,0.7223
Grass,2017-06-26,Anastasia Pavlyuchenkova,Elise Mertens,3-6 6-4 6-1,3-6,Normal,6-4,0,0.6419,0.5655,0.1269,0.1269,0.0,0.6419,0.5655
Grass,2017-06-26,Johanna Konta,Jelena Ostapenko,7-5 3-6 6-4,7-5,7-5,3-6,0,0.6564,0.7121,0.1487,0.1491,0.0004,0.6761,0.6765
Grass,2017-06-26,Svetlana Kuznetsova,Kristina Mladenovic,6-4 2-6 6-3,6-4,Normal,2-6,0,0.6543,0.7763,0.1482,0.1482,0.0,0.6543,0.7763
Grass,2017-06-26,Simona Halep,Tsvetana Pironkova,6-7(6) 7-6(4) 7-5,6-7,TB,7-6,1,0.7815,0.6709,0.1554,0.1628,0.0074,0.7346,0.6978
Grass,2017-06-26,Barbora Strycova,Garbine Muguruza,6-1 6-0,6-1,Blowout,6-0,0,0.9092,0.2786,0.0053,0.0092,0.0039,0.8729,0.2842
Grass,2017-06-26,Angelique Kerber,Kristyna Pliskova,4-6 6-1 7-5,4-6,Normal,6-1,0,0.88,0.6687,0.1408,0.1408,0.0,0.88,0.6687
Grass,2017-06-26,Elena Vesnina,Veronica Cepede Royg,6-3 6-3,6-3,Normal,6-3,0,0.9104,0.5192,0.051,0.0545,0.0035,0.9,0.5192
Grass,2017-06-26,Karolina Pliskova,Svetlana Kuznetsova,6-7(7) 6-2 6-4,6-7,TB,6-2,0,0.7429,0.6732,0.1557,0.1572,0.0015,0.6983,0.7002
Grass,2017-06-26,Heather Watson,Barbora Strycova,6-1 1-6 6-4,6-1,Blowout,1-6,0,0.8085,0.6491,0.1427,0.1516,0.0089,0.7762,0.6621
Grass,2017-06-26,Elise Mertens,Timea Babos,6-1 6-1,6-1,Blowout,6-1,0,0.8247,0.2972,0.0173,0.024,0.0067,0.7917,0.3032
Grass,2017-06-26,Angelique Kerber,Lara Arruabarrena,6-2 6-1,6-2,Blowout,6-1,0,0.8896,0.4434,0.0336,0.0457,0.0121,0.854,0.4522
Grass,2017-06-26,Karolina Pliskova,Alison Riske Amritraj,6-4 6-3,6-4,Normal,6-3,0,0.9193,0.8763,0.3668,0.3464,-0.0204,0.9,0.8763
Grass,2017-06-26,Monica Niculescu,Mirjana Lucic,6-4 5-7 7-5,6-4,Normal,5-7,0,0.676,0.6075,0.1353,0.1353,0.0,0.676,0.6075
Grass,2017-06-26,Heather Watson,Dominika Cibulkova,7-5 6-4,7-5,7-5,6-4,0,0.774,0.5162,0.0908,0.0748,-0.016,0.7972,0.4904
Grass,2017-06-26,Caroline Wozniacki,Naomi Osaka,6-2 7-6(5),6-2,Blowout,7-6,1,0.8439,0.6547,0.1401,0.1522,0.0122,0.8101,0.6678
Grass,2017-06-26,Heather Watson,Anastasia Pavlyuchenkova,6-4 6-3,6-4,Normal,6-3,0,0.864,0.7028,0.1677,0.1677,0.0,0.864,0.7028
Grass,2017-06-26,Veronica Cepede Royg,Su Wei Hsieh,4-6 6-3 6-3,4-6,Normal,6-3,0,0.7165,0.4734,0.0896,0.0896,0.0,0.7165,0.4734
Grass,2017-06-26,Karolina Pliskova,Shuai Peng,7-6(3) 6-4,7-6,TB,6-4,0,0.7251,0.581,0.1246,0.107,-0.0176,0.7541,0.5461
Grass,2017-06-26,Lauren Davis,Agnieszka Radwanska,7-6(1) 6-1,7-6,TB,6-1,0,0.6869,0.3098,0.049,0.0377,-0.0114,0.7144,0.2912
Grass,2017-06-26,Simona Halep,Ying Ying Duan,3-6 6-3 6-2,3-6,Normal,6-3,0,0.8488,0.608,0.1126,0.1126,0.0,0.8488,0.608
Grass,2017-06-26,Heather Watson,Lesia Tsurenko,6-3 4-6 6-4,6-3,Normal,4-6,0,0.5886,0.4819,0.1157,0.1157,0.0,0.5886,0.4819
Grass,2017-06-26,Caroline Wozniacki,Heather Watson,6-2 3-6 7-5,6-2,Blowout,3-6,0,0.6957,0.5403,0.1153,0.1218,0.0065,0.6678,0.5511
Grass,2017-06-26,Kristyna Pliskova,Naomi Broady,6-2 6-7(7) 6-1,6-2,Blowout,6-7,1,0.9056,0.7914,0.2456,0.2512,0.0056,0.8693,0.8072
Grass,2017-06-26,Sorana Cirstea,Katerina Siniakova,6-3 6-2,6-3,Normal,6-2,0,0.9104,0.5,0.0442,0.0475,0.0033,0.9,0.5
Grass,2017-06-26,Shuai Peng,Francesca Schiavone,6-3 6-4,6-3,Normal,6-4,0,0.6547,0.3727,0.0749,0.0749,0.0,0.6547,0.3727
Grass,2017-06-26,Lauren Davis,Kristina Kucova,6-4 6-2,6-4,Normal,6-2,0,0.6668,0.2799,0.0466,0.0466,0.0,0.6668,0.2799
Grass,2017-06-26,Alison Riske Amritraj,Alize Cornet,6-4 7-5,6-4,Normal,7-5,0,0.6004,0.4842,0.1146,0.1146,0.0,0.6004,0.4842
Grass,2017-06-26,Tsvetana Pironkova,Monica Niculescu,6-0 6-4,6-0,Blowout,6-4,0,0.8751,0.3187,0.0129,0.0193,0.0064,0.8401,0.325
Grass,2017-06-26,Naomi Osaka,Risa Ozaki,6-0 6-1,6-0,Blowout,6-1,0,0.8809,0.2799,0.008,0.0127,0.0047,0.8456,0.2855
Grass,2017-06-26,Barbora Strycova,Eugenie Bouchard,6-3 3-6 6-2,6-3,Normal,3-6,0,0.7225,0.5914,0.1284,0.1284,0.0,0.7225,0.5914
Grass,2018-02-10,Ashleigh Barty,Lyudmyla Kichenok,4-6 6-1 6-4,4-6,Normal,6-1,0,0.8381,0.6075,0.1152,0.1152,0.0,0.8381,0.6075
Grass,2018-02-10,Nadiya Kichenok,Daria Saville,4-6 6-2 6-3,4-6,Normal,6-2,0,0.8031,0.7306,0.1848,0.1848,0.0,0.8031,0.7306
Grass,2018-02-10,Marta Kostyuk,Daria Saville,7-6(3) 6-3,7-6,TB,6-3,0,0.6004,0.4017,0.0966,0.0844,-0.0122,0.6244,0.3776
Grass,2018-02-10,Ashleigh Barty,Marta Kostyuk,6-2 6-3,6-2,Blowout,6-3,0,0.8126,0.306,0.0208,0.028,0.0073,0.7801,0.3121
Grass,2018-06-11,Viktoria Hruncakova,Antonia Lottner,6-3 6-2,6-3,Normal,6-2,0,0.8965,0.6256,0.1077,0.1077,0.0,0.8965,0.6256
Grass,2018-06-11,Kirsten Flipkens,Aryna Sabalenka,6-4 6-4,6-4,Normal,6-4,0,0.8965,0.6884,0.1508,0.1508,0.0,0.8965,0.6884
Grass,2018-06-11,Fanny Stollar,Shuai Zhang,6-3 6-3,6-3,Normal,6-3,0,0.9228,0.6031,0.0845,0.0934,0.0088,0.9,0.6031
Grass,2018-06-11,Magdalena Rybarikova,Elena Gabriela Ruse,6-0 3-6 6-1,6-0,Blowout,3-6,0,0.8481,0.4813,0.0569,0.0702,0.0133,0.8142,0.491
Grass,2018-06-11,Donna Vekic,Vera Lapko,6-2 7-6(6),6-2,Blowout,7-6,1,0.6776,0.5,0.1063,0.1134,0.0072,0.6505,0.51
Grass,2018-06-11,Coco Vandeweghe,Aliaksandra Sasnovich,6-2 7-6(1),6-2,Blowout,7-6,1,0.9555,0.6364,0.0902,0.1215,0.0313,0.9,0.6491
Grass,2018-06-11,Kirsten Flipkens,Anna Kalinskaya,6-3 6-0,6-3,Normal,6-0,0,0.7854,0.2643,0.0184,0.0184,0.0,0.7854,0.2643
Grass,2018-06-11,Aleksandra Krunic,Bibiane Schoofs,7-5 6-2,7-5,7-5,6-2,0,0.6732,0.4377,0.0889,0.0772,-0.0116,0.6934,0.4158
Grass,2018-06-11,Mona Barthel,Katie Swan,7-6(5) 7-5,7-6,TB,7-5,0,0.9354,0.7877,0.2447,0.194,-0.0507,0.9,0.7405
Grass,2018-06-11,Kirsten Flipkens,Kiki Bertens,6-4 6-7(6) 6-1,6-4,Normal,6-7,1,0.7063,0.4663,0.0897,0.0897,0.0,0.7063,0.4663
Grass,2018-06-11,Ajla Tomljanovic,Kristyna Pliskova,4-6 7-6(3) 6-2,4-6,Normal,7-6,1,0.9537,0.856,0.3613,0.32,-0.0413,0.9,0.856
Grass,2018-06-11,Bibiane Schoofs,Carina Witthoeft,6-4 7-5,6-4,Normal,7-5,0,0.7601,0.5162,0.0942,0.0942,0.0,0.7601,0.5162
Grass,2018-06-11,Aryna Sabalenka,Marketa Vondrousova,0-6 7-5 6-3,0-6,Blowout,7-5,0,0.6164,0.695,0.1374,0.1396,0.0021,0.6287,0.6672
Grass,2018-06-11,Elise Mertens,Polona Hercog,6-2 6-4,6-2,Blowout,6-4,0,0.8469,0.5793,0.0984,0.1131,0.0147,0.813,0.5909
Grass,2018-06-11,Veronika Kudermetova,Belinda Bencic,6-2 2-6 6-3,6-2,Blowout,2-6,0,0.6732,0.5486,0.1206,0.1255,0.0049,0.6463,0.5596
Grass,2018-06-11,Alison Van Uytvanck,Richel Hogenkamp,6-1 6-2,6-1,Blowout,6-2,0,0.8478,0.4501,0.0467,0.059,0.0123,0.8138,0.4591
Grass,2018-06-11,Antonia Lottner,Anna Blinkova,6-2 3-6 6-2,6-2,Blowout,3-6,0,0.8232,0.5996,0.1149,0.1274,0.0125,0.7903,0.6116
Grass,2018-06-11,Coco Vandeweghe,Arantxa Rus,7-6(4) 6-3,7-6,TB,6-3,0,0.8899,0.606,0.0986,0.076,-0.0226,0.9,0.5696
Grass,2018-06-11,Alison Riske Amritraj,Fanny Stollar,7-6(1) 6-2,7-6,TB,6-2,0,0.8115,0.4833,0.0682,0.0491,-0.0191,0.8439,0.4543
Grass,2018-06-11,Viktoria Hruncakova,Alison Van Uytvanck,3-6 7-6(4) 6-2,3-6,Normal,7-6,1,0.783,0.7634,0.1957,0.1957,0.0,0.783,0.7634
Grass,2018-06-11,Aleksandra Krunic,Valentini Grammatikopoulou,6-1 6-0,6-1,Blowout,6-0,0,0.925,0.1824,0.0009,0.002,0.0011,0.888,0.1861
Grass,2018-06-11,Kiki Bertens,Natalia Vikhlyantseva,5-7 6-3 7-6(5),5-7,7-5,6-3,0,0.6982,0.6881,0.1548,0.1503,-0.0045,0.6633,0.7087
Grass,2018-06-11,Veronika Kudermetova,Anett Kontaveit,6-4 7-6(4),6-4,Normal,7-6,1,0.8914,0.7772,0.2288,0.2288,0.0,0.8914,0.7772
Grass,2018-06-11,Belinda Bencic,Tereza Martincova,6-2 6-4,6-2,Blowout,6-4,0,0.9741,0.5236,0.03,0.0603,0.0303,0.9,0.534
Grass,2018-06-11,Aryna Sabalenka,Ajla Tomljanovic,3-6 7-6(5) 6-0,3-6,Normal,7-6,1,0.9008,0.7094,0.1665,0.1667,0.0002,0.9,0.7094
Grass,2018-06-11,Alison Riske Amritraj,Tatjana Maria,6-4 7-6(2),6-4,Normal,7-6,1,0.9168,0.6838,0.1412,0.1464,0.0051,0.9,0.6838
Grass,2018-06-11,Viktoria Hruncakova,Marina Melnikova,6-2 6-2,6-2,Blowout,6-2,0,0.8896,0.4773,0.0433,0.0571,0.0138,0.854,0.4868
Grass,2018-06-11,Vera Lapko,Jana Fett,7-6(5) 6-4,7-6,TB,6-4,0,0.757,0.6821,0.1596,0.1414,-0.0182,0.7873,0.6412
Grass,2018-06-11,Arantxa Rus,Ekaterina Alexandrova,6-7(5) 6-4 7-6(7),6-7,TB,6-4,0,0.9235,0.8938,0.401,0.3356,-0.0654,0.8681,0.9
Grass,2018-06-11,Donna Vekic,Gabriella Taylor,7-5 5-7 7-6(3),7-5,7-5,5-7,0,0.626,0.5801,0.1297,0.1237,-0.006,0.6447,0.5511
Grass,2018-06-11,Antonia Lottner,Elise Mertens,7-5 6-3,7-5,7-5,6-3,0,0.7038,0.6609,0.1493,0.1403,-0.009,0.725,0.6278
Grass,2018-06-11,Johanna Konta,Kurumi Nara,6-2 6-3,6-2,Blowout,6-3,0,0.9354,0.5953,0.075,0.0964,0.0214,0.898,0.6072
Grass,2018-06-11,Ying Ying Duan,Valeria Savinykh,6-2 6-2,6-2,Blowout,6-2,0,0.9061,0.3199,0.009,0.0147,0.0056,0.8699,0.3263
Grass,2018-06-11,Ashleigh Barty,Ying Ying Duan,6-3 6-2,6-3,Normal,6-2,0,0.9299,0.5793,0.0692,0.0808,0.0116,0.9,0.5793
Grass,2018-06-11,Aleksandra Krunic,Kirsten Flipkens,6-7(0) 7-5 6-1,6-7,TB,7-5,0,0.74,0.558,0.1141,0.1273,0.0132,0.6956,0.5803
Grass,2018-06-11,Ashleigh Barty,Naomi Osaka,6-3 6-4,6-3,Normal,6-4,0,0.98,0.6999,0.1289,0.159,0.0301,0.9,0.6999
Grass,2018-06-11,Katie Boulter,Samantha Stosur,7-6(6) 6-1,7-6,TB,6-1,0,0.888,0.6122,0.1028,0.0789,-0.0239,0.9,0.5755
Grass,2018-06-11,Kirsten Flipkens,Viktoria Hruncakova,7-5 6-7(7) 6-4,7-5,7-5,6-7,1,0.79,0.7544,0.1937,0.1783,-0.0154,0.8137,0.7167
Grass,2018-06-11,Johanna Konta,Heather Watson,6-4 7-6(5),6-4,Normal,7-6,1,0.9057,0.8016,0.2572,0.2557,-0.0015,0.9,0.8016
Grass,2018-06-11,Ashleigh Barty,Johanna Konta,6-3 3-6 6-4,6-3,Normal,3-6,0,0.7987,0.7536,0.1954,0.1954,0.0,0.7987,0.7536
Grass,2018-06-11,Coco Vandeweghe,Alison Riske Amritraj,7-6(6) 3-6 7-6(12),7-6,TB,3-6,0,0.7426,0.8115,0.1922,0.1922,-0.0,0.7723,0.7628
Grass,2018-06-11,Johanna Konta,Dalila Jakupovic,6-4 6-2,6-4,Normal,6-2,0,0.809,0.4773,0.0667,0.0667,0.0,0.809,0.4773
Grass,2018-06-11,Johanna Konta,Donna Vekic,6-2 6-3,6-2,Blowout,6-3,0,0.8666,0.4764,0.0498,0.0633,0.0135,0.8319,0.486
Grass,2018-06-11,Ashleigh Barty,Katie Boulter,6-0 6-2,6-0,Blowout,6-2,0,0.9128,0.2191,0.0022,0.0043,0.0021,0.8763,0.2235
Grass,2018-06-11,Katie Boulter,Yanina Wickmayer,6-4 6-4,6-4,Normal,6-4,0,0.925,0.6397,0.1059,0.1153,0.0094,0.9,0.6397
Grass,2018-06-11,Naomi Osaka,Mihaela Buzarnescu,6-4 6-1,6-4,Normal,6-1,0,0.9112,0.6668,0.1301,0.1338,0.0037,0.9,0.6668
Grass,2018-06-11,Naomi Osaka,Denisa Allertova,6-3 6-2,6-3,Normal,6-2,0,0.8751,0.5753,0.0876,0.0876,0.0,0.8751,0.5753
Grass,2018-06-11,Mihaela Buzarnescu,Veronica Cepede Royg,6-2 3-6 7-6(5),6-2,Blowout,3-6,0,0.7955,0.7759,0.2049,0.1982,-0.0067,0.7637,0.7914
Grass,2018-06-11,Magdalena Frech,Saisai Zheng,6-2 3-6 6-3,6-2,Blowout,3-6,0,0.7914,0.6019,0.1228,0.1327,0.0099,0.7597,0.6139
Grass,2018-06-11,Dalila Jakupovic,Camila Giorgi,7-6(4) 6-2,7-6,TB,6-2,0,0.856,0.6122,0.1129,0.0824,-0.0304,0.8902,0.5755
Grass,2018-06-11,Donna Vekic,Mona Barthel,7-5 6-1,7-5,7-5,6-1,0,0.8062,0.4101,0.0459,0.0345,-0.0114,0.8304,0.3896
Grass,2018-06-11,Dalila Jakupovic,Magdalena Frech,6-4 6-3,6-4,Normal,6-3,0,0.9088,0.6644,0.1292,0.1321,0.0029,0.9,0.6644
Grass,2018-06-11,Ashleigh Barty,Stefanie Voegele,6-3 6-3,6-3,Normal,6-3,0,0.9918,0.6776,0.1017,0.1417,0.0399,0.9,0.6776
Grass,2018-06-11,Aleksandra Krunic,Veronika Kudermetova,6-2 6-2,6-2,Blowout,6-2,0,0.9447,0.5,0.0332,0.0511,0.0178,0.9,0.51
Grass,2018-06-11,Denisa Allertova,Kristie Ahn,6-3 6-1,6-3,Normal,6-1,0,0.856,0.3001,0.0131,0.0131,0.0,0.856,0.3001
Grass,2018-06-11,Mona Barthel,Magdalena Rybarikova,6-3 1-6 7-5,6-3,Normal,1-6,0,0.7511,0.7955,0.1935,0.1935,0.0,0.7511,0.7955
Grass,2018-06-11,Aleksandra Krunic,Coco Vandeweghe,2-6 7-6(4) 7-6(1),2-6,Blowout,7-6,1,0.7181,0.8274,0.1796,0.1845,0.0049,0.7324,0.7943
Grass,2018-06-11,Heather Watson,Danielle Lao,6-1 6-3,6-1,Blowout,6-3,0,0.8266,0.401,0.0383,0.0488,0.0105,0.7935,0.409
Grass,2018-06-11,Irina Falconi,Arina Rodionova,6-4 6-1,6-4,Normal,6-1,0,0.6285,0.2732,0.0553,0.0553,0.0,0.6285,0.2732
Grass,2018-06-11,Mihaela Buzarnescu,Irina Falconi,6-3 5-7 6-3,6-3,Normal,5-7,0,0.7459,0.5364,0.105,0.105,0.0,0.7459,0.5364
Grass,2018-06-11,Naomi Osaka,Sachia Vickery,3-6 6-1 6-2,3-6,Normal,6-1,0,0.6957,0.5,0.1028,0.1028,0.0,0.6957,0.5
Grass,2018-06-18,Caroline Garcia,Su Wei Hsieh,7-6(4) 1-6 6-4,7-6,TB,1-6,0,0.6866,0.7318,0.1591,0.1572,-0.0019,0.714,0.6879
Grass,2018-06-18,Petra Kvitova,Johanna Konta,6-3 6-4,6-3,Normal,6-4,0,0.7628,0.6323,0.1399,0.1399,0.0,0.7628,0.6323
Grass,2018-06-18,Lucie Safarova,Victoria Azarenka,6-3 6-4,6-3,Normal,6-4,0,0.7482,0.6084,0.1318,0.1318,0.0,0.7482,0.6084
Grass,2018-06-18,Anastasija Sevastova,Antonia Lottner,1-6 6-3 6-1,1-6,Blowout,6-3,0,0.7929,0.6122,0.1273,0.1126,-0.0146,0.8088,0.5878
Grass,2018-06-18,Lesia Tsurenko,Heather Watson,7-6(2) 7-5,7-6,TB,7-5,0,0.8215,0.757,0.202,0.1748,-0.0272,0.8544,0.7116
Grass,2018-06-18,Daria Kasatkina,Kristyna Pliskova,3-6 7-5 6-4,3-6,Normal,7-5,0,0.7482,0.7312,0.1753,0.1753,0.0,0.7482,0.7312
Grass,2018-06-18,Elina Svitolina,Donna Vekic,6-1 3-6 6-1,6-1,Blowout,3-6,0,0.8193,0.606,0.119,0.131,0.012,0.7865,0.6181
Grass,2018-06-18,Barbora Strycova,Jennifer Brady,3-6 7-5 6-3,3-6,Normal,7-5,0,0.659,0.5642,0.1257,0.1257,0.0,0.659,0.5642
Grass,2018-06-18,Daria Saville,Dominika Cibulkova,6-3 7-6(6),6-3,Normal,7-6,1,0.8709,0.7524,0.205,0.205,0.0,0.8709,0.7524
Grass,2018-06-18,Naomi Osaka,Katie Boulter,6-1 6-2,6-1,Blowout,6-2,0,0.957,0.4407,0.0165,0.0324,0.016,0.9,0.4495
Grass,2018-06-18,Caroline Garcia,Johanna Larsson,6-4 6-3,6-4,Normal,6-3,0,0.856,0.6926,0.1617,0.1617,0.0,0.856,0.6926
Grass,2018-06-18,Sofia Kenin,Kateryna Baindl,6-3 3-6 6-3,6-3,Normal,3-6,0,0.7038,0.6732,0.1523,0.1523,0.0,0.7038,0.6732
Grass,2018-06-18,Kristina Mladenovic,Katerina Siniakova,1-6 6-2 6-4,1-6,Blowout,6-2,0,0.8193,0.7357,0.1894,0.1724,-0.017,0.8356,0.7063
Grass,2018-06-18,Julia Goerges,Maria Sakkari,6-4 6-4,6-4,Normal,6-4,0,0.9749,0.8062,0.2748,0.2608,-0.014,0.9,0.8062
