event_id,match_date,player_a,player_b,short_a,short_b,winner_side,winner_name,loser_name,score,round,sets_a,sets_b,set1_games,tournament,surface,slug
x2GGXEL7,2026-03-05,Gormaz Leyre Romero,Tamara Zidansek,Romero Gormaz L.,Zidansek T.,B,Tamara Zidansek,Gormaz Leyre Romero,3-6 5-7,R16,"[3, 5]","[6, 7]",9,Antalya-2,Clay,antalya-2
xMnsghD4,2026-03-05,Julia Riera,Zuleta De Reales Guiomar Maristany,Riera J.,Maristany G.,B,Zuleta De Reales Guiomar Maristany,Julia Riera,5-7 6-1 3-6,R16,"[5, 6, 3]","[7, 1, 6]",12,Antalya-2,Clay,antalya-2
zBuCZvoI,2026-03-05,Elina Avanesyan,Anhelina Kalinina,Avanesyan E.,Kalinina A.,B,Anhelina Kalinina,Elina Avanesyan,1-6 6-7,R16,"[1, 6]","[6, 7]",7,Antalya-2,Clay,antalya-2
MiTtk5SE,2026-03-05,Katarzyna Kawa,Ipek Oz,Kawa K.,Oz I.,A,Katarzyna Kawa,Ipek Oz,6-4 6-0,R16,"[6, 6]","[4, 0]",10,Antalya-2,Clay,antalya-2
jVyRVZjg,2026-03-05,Oleksandra Oliynykova,Iryna Shymanovich,Oliynykova O.,Shymanovich I.,A,Oleksandra Oliynykova,Iryna Shymanovich,7-5 6-1,R16,"[7, 6]","[5, 1]",12,Antalya-2,Clay,antalya-2
S2msylSa,2026-03-05,Moyuka Uchijima,Lucia Bronzetti,Uchijima M.,Bronzetti L.,A,Moyuka Uchijima,Lucia Bronzetti,6-4 6-4,R16,"[6, 6]","[4, 4]",10,Antalya-2,Clay,antalya-2
G0mFHCoQ,2026-03-04,Alina Charaeva,Polina Kudermetova,Charaeva A.,Kudermetova P.,B,Polina Kudermetova,Alina Charaeva,5-7 4-6,R32,"[5, 4]","[7, 6]",12,Antalya-2,Clay,antalya-2
O60Tg9gJ,2026-03-04,Dominika Salkova,Elina Avanesyan,Salkova D.,Avanesyan E.,B,Elina Avanesyan,Dominika Salkova,1-6 4-6,R32,"[1, 4]","[6, 6]",7,Antalya-2,Clay,antalya-2
SKbyx636,2026-03-04,Ipek Oz,Katarina Zavatska,Oz I.,Zavatska K.,A,Ipek Oz,Katarina Zavatska,6-0 6-1,R32,"[6, 6]","[0, 1]",6,Antalya-2,Clay,antalya-2
QT9Z4Z1K,2026-03-04,Berfu Cengiz,Lucia Bronzetti,Cengiz B.,Bronzetti L.,B,Lucia Bronzetti,Berfu Cengiz,4-6 4-6,R32,"[4, 4]","[6, 6]",10,Antalya-2,Clay,antalya-2
KUc86nwP,2026-03-04,Anhelina Kalinina,Ekaterine Gorgodze,Kalinina A.,Gorgodze E.,A,Anhelina Kalinina,Ekaterine Gorgodze,6-3 4-6 6-3,R32,"[6, 4, 6]","[3, 6, 3]",9,Antalya-2,Clay,antalya-2
UPbDciff,2026-03-04,Zuleta De Reales Guiomar Maristany,Arantxa Rus,Maristany G.,Rus A.,A,Zuleta De Reales Guiomar Maristany,Arantxa Rus,6-1 7-5,R32,"[6, 7]","[1, 5]",7,Antalya-2,Clay,antalya-2
nqvoCj9m,2026-03-04,Moyuka Uchijima,Ada Kumru,Uchijima M.,Kumru A.,A,Moyuka Uchijima,Ada Kumru,6-4 6-0,R32,"[6, 6]","[4, 0]",10,Antalya-2,Clay,antalya-2
GtcLeVO6,2026-03-04,Tamara Zidansek,Veronika Erjavec,Zidansek T.,Erjavec V.,A,Tamara Zidansek,Veronika Erjavec,7-5 4-6 7-6,R32,"[7, 4, 7]","[5, 6, 6]",12,Antalya-2,Clay,antalya-2
AgwIQkOt,2026-03-03,Anastasia Gasanova,Panna Udvardy,Gasanova A.,Udvardy P.,B,Panna Udvardy,Anastasia Gasanova,3-6 3-6,R32,"[3, 3]","[6, 6]",9,Antalya-2,Clay,antalya-2
x8BkoAtK,2026-03-03,Iryna Shymanovich,Lisa Pigato,Shymanovich I.,Pigato L.,A,Iryna Shymanovich,Lisa Pigato,6-2 6-4,R32,"[6, 6]","[2, 4]",8,Antalya-2,Clay,antalya-2
f70TwSYg,2026-03-03,Julia Riera,Teodora Kostovic,Riera J.,Kostovic T.,A,Julia Riera,Teodora Kostovic,7-6 4-6 6-3,R32,"[7, 4, 6]","[6, 6, 3]",13,Antalya-2,Clay,antalya-2
C4f0888C,2026-03-03,Oleksandra Oliynykova,Nuria Brancaccio,Oliynykova O.,Brancaccio N.,A,Oleksandra Oliynykova,Nuria Brancaccio,2-6 6-3 6-0,R32,"[2, 6, 6]","[6, 3, 0]",8,Antalya-2,Clay,antalya-2
dC05aDPs,2026-03-03,Adelina Lachinova,Maja Chwalinska,Lachinova A.,Chwalinska M.,B,Maja Chwalinska,Adelina Lachinova,1-6 3-6,R32,"[1, 3]","[6, 6]",7,Antalya-2,Clay,antalya-2
nscLul4s,2026-03-03,Despina Papamichail,Mia Ristic,Papamichail D.,Ristic M.,A,Despina Papamichail,Mia Ristic,6-4 6-2,R32,"[6, 6]","[4, 2]",10,Antalya-2,Clay,antalya-2
vidhAUw0,2026-03-03,Mayar Sherif,Katarzyna Kawa,Sherif M.,Kawa K.,B,Katarzyna Kawa,Mayar Sherif,3-6 6-1 2-6,R32,"[3, 6, 2]","[6, 1, 6]",9,Antalya-2,Clay,antalya-2
r7yQOThg,2026-03-03,Gormaz Leyre Romero,Carole Monnet,Romero Gormaz L.,Monnet C.,A,Gormaz Leyre Romero,Carole Monnet,6-0 4-6 6-4,R32,"[6, 4, 6]","[0, 6, 4]",6,Antalya-2,Clay,antalya-2
htR7Ak8O,2026-03-02,Berrak Kocak,Katarina Zavatska,Kocak B.,Zavatska K.,B,Katarina Zavatska,Berrak Kocak,3-6 2-6,F,"[3, 2]","[6, 6]",9,Antalya-2,Clay,antalya-2
pjfEHobf,2026-03-02,Lisa Pigato,Anastasia Zolotareva,Pigato L.,Zolotareva A.,A,Lisa Pigato,Anastasia Zolotareva,6-2 4-6 6-0,F,"[6, 4, 6]","[2, 6, 0]",8,Antalya-2,Clay,antalya-2
0t1UD3cJ,2026-03-02,Teodora Kostovic,Laura Pigossi,Kostovic T.,Pigossi L.,A,Teodora Kostovic,Laura Pigossi,6-2 6-3,F,"[6, 6]","[2, 3]",8,Antalya-2,Clay,antalya-2
hGcMFPS6,2026-03-02,Elena Pridankina,Mia Ristic,Pridankina E.,Ristic M.,B,Mia Ristic,Elena Pridankina,3-6 1-6,F,"[3, 1]","[6, 6]",9,Antalya-2,Clay,antalya-2
OYb8Q4Db,2026-03-01,Anastasia Zolotareva,Amarissa Kiara Toth,Zolotareva A.,Toth A. K.,A,Anastasia Zolotareva,Amarissa Kiara Toth,6-3 6-2,SF,"[6, 6]","[3, 2]",9,Antalya-2,Clay,antalya-2
dncGOrrB,2026-03-01,Alice Rame,Berrak Kocak,Rame A.,Kocak B.,B,Berrak Kocak,Alice Rame,6-7 1-6,SF,"[6, 1]","[7, 6]",13,Antalya-2,Clay,antalya-2
2oPm6zSq,2026-03-01,Katarina Zavatska,Caroline Werner,Zavatska K.,Werner C.,A,Katarina Zavatska,Caroline Werner,4-6 7-6 6-3,SF,"[4, 7, 6]","[6, 6, 3]",10,Antalya-2,Clay,antalya-2
Iyd0SQrn,2026-03-01,Lisa Pigato,Konstantinovna Soboleva Anastasiya,Pigato L.,Sobolieva A.,A,Lisa Pigato,Konstantinovna Soboleva Anastasiya,6-2 4-1,SF,"[6, 4]","[2, 1]",8,Antalya-2,Clay,antalya-2
ABSe4Edd,2026-03-01,Mia Ristic,Mai Hontama,Ristic M.,Hontama M.,A,Mia Ristic,Mai Hontama,6-2 6-2,SF,"[6, 6]","[2, 2]",8,Antalya-2,Clay,antalya-2
SCGj8NcU,2026-03-01,Ibragimova Alevtina,Laura Pigossi,Ibragimova A.,Pigossi L.,B,Laura Pigossi,Ibragimova Alevtina,6-4 3-6 4-6,SF,"[6, 3, 4]","[4, 6, 6]",10,Antalya-2,Clay,antalya-2
faIrAqTH,2026-03-01,Elena Pridankina,Ani Amiraghyan,Pridankina E.,Amiraghyan A.,A,Elena Pridankina,Ani Amiraghyan,6-2 6-3,SF,"[6, 6]","[2, 3]",8,Antalya-2,Clay,antalya-2
25FsSHl3,2026-03-01,Teodora Kostovic,Lia Karatancheva,Kostovic T.,Karatancheva L.,A,Teodora Kostovic,Lia Karatancheva,6-1 6-2,SF,"[6, 6]","[1, 2]",7,Antalya-2,Clay,antalya-2
8jnzdTbs,2026-03-15,Anhelina Kalinina,Tamara Zidansek,Kalinina A.,Zidansek T.,A,Anhelina Kalinina,Tamara Zidansek,6-0 6-3,F,"[6, 6]","[0, 3]",6,Antalya-3,Clay,antalya-3
0K7NuJP8,2026-03-14,Anhelina Kalinina,Katarzyna Kawa,Kalinina A.,Kawa K.,A,Anhelina Kalinina,Katarzyna Kawa,6-3 6-4,SF,"[6, 6]","[3, 4]",9,Antalya-3,Clay,antalya-3
lfgOcPFc,2026-03-14,Veronika Erjavec,Tamara Zidansek,Erjavec V.,Zidansek T.,B,Tamara Zidansek,Veronika Erjavec,0-6 3-6,SF,"[0, 3]","[6, 6]",6,Antalya-3,Clay,antalya-3
lb1z63hn,2026-03-13,Tamara Zidansek,Polina Kudermetova,Zidansek T.,Kudermetova P.,A,Tamara Zidansek,Polina Kudermetova,6-3 1-6 6-3,QF,"[6, 1, 6]","[3, 6, 3]",9,Antalya-3,Clay,antalya-3
dz3TnaFr,2026-03-13,Anhelina Kalinina,Alina Charaeva,Kalinina A.,Charaeva A.,A,Anhelina Kalinina,Alina Charaeva,7-5 6-3,QF,"[7, 6]","[5, 3]",12,Antalya-3,Clay,antalya-3
dv9TilUr,2026-03-13,Katarzyna Kawa,Carole Monnet,Kawa K.,Monnet C.,A,Katarzyna Kawa,Carole Monnet,6-4 6-2,QF,"[6, 6]","[4, 2]",10,Antalya-3,Clay,antalya-3
nZbJQIZr,2026-03-13,Veronika Erjavec,Nuria Brancaccio,Erjavec V.,Brancaccio N.,A,Veronika Erjavec,Nuria Brancaccio,6-4 6-1,QF,"[6, 6]","[4, 1]",10,Antalya-3,Clay,antalya-3
jgfxnugJ,2026-03-12,Veronika Erjavec,Teodora Kostovic,Erjavec V.,Kostovic T.,A,Veronika Erjavec,Teodora Kostovic,6-2 4-6 6-4,R16,"[6, 4, 6]","[2, 6, 4]",8,Antalya-3,Clay,antalya-3
CSEsFwN5,2026-03-12,Nuria Brancaccio,Julia Grabher,Brancaccio N.,Grabher J.,A,Nuria Brancaccio,Julia Grabher,3-6 6-3 6-1,R16,"[3, 6, 6]","[6, 3, 1]",9,Antalya-3,Clay,antalya-3
CIozBrYO,2026-03-12,Gormaz Leyre Romero,Katarzyna Kawa,Romero Gormaz L.,Kawa K.,B,Katarzyna Kawa,Gormaz Leyre Romero,3-6 3-6,R16,"[3, 3]","[6, 6]",9,Antalya-3,Clay,antalya-3
U1vaOBVa,2026-03-12,Polina Kudermetova,Moyuka Uchijima,Kudermetova P.,Uchijima M.,A,Polina Kudermetova,Moyuka Uchijima,7-6 6-2,R16,"[7, 6]","[6, 2]",13,Antalya-3,Clay,antalya-3
4AwXtJit,2026-03-12,Alina Charaeva,Elina Avanesyan,Charaeva A.,Avanesyan E.,A,Alina Charaeva,Elina Avanesyan,6-4 6-1,R16,"[6, 6]","[4, 1]",10,Antalya-3,Clay,antalya-3
trqeb5lJ,2026-03-12,Maja Chwalinska,Tamara Zidansek,Chwalinska M.,Zidansek T.,B,Tamara Zidansek,Maja Chwalinska,7-6 3-6 6-7,R16,"[7, 3, 6]","[6, 6, 7]",13,Antalya-3,Clay,antalya-3
MPdZsKwQ,2026-03-12,Ekaterine Gorgodze,Anhelina Kalinina,Gorgodze E.,Kalinina A.,B,Anhelina Kalinina,Ekaterine Gorgodze,3-6 3-6,R16,"[3, 3]","[6, 6]",9,Antalya-3,Clay,antalya-3
6LYTo76l,2026-03-12,Carole Monnet,Dominika Salkova,Monnet C.,Salkova D.,A,Carole Monnet,Dominika Salkova,6-3 7-6,R16,"[6, 7]","[3, 6]",9,Antalya-3,Clay,antalya-3
j5xu8SnI,2026-03-11,Veronika Erjavec,Ipek Oz,Erjavec V.,Oz I.,A,Veronika Erjavec,Ipek Oz,6-1 6-1,R32,"[6, 6]","[1, 1]",7,Antalya-3,Clay,antalya-3
EsMyA9Z2,2026-03-11,Lucia Bronzetti,Nuria Brancaccio,Bronzetti L.,Brancaccio N.,B,Nuria Brancaccio,Lucia Bronzetti,1-6 5-7,R32,"[1, 5]","[6, 7]",7,Antalya-3,Clay,antalya-3
6aZ5h2AL,2026-03-11,Anhelina Kalinina,Elena Pridankina,Kalinina A.,Pridankina E.,A,Anhelina Kalinina,Elena Pridankina,6-2 6-1,R32,"[6, 6]","[2, 1]",8,Antalya-3,Clay,antalya-3
0rt4YtJk,2026-03-11,Alina Charaeva,Lia Karatancheva,Charaeva A.,Karatancheva L.,A,Alina Charaeva,Lia Karatancheva,6-2 6-4,R32,"[6, 6]","[2, 4]",8,Antalya-3,Clay,antalya-3
p8sh2cGd,2026-03-11,Maja Chwalinska,Ada Kumru,Chwalinska M.,Kumru A.,A,Maja Chwalinska,Ada Kumru,6-0 6-0,R32,"[6, 6]","[0, 0]",6,Antalya-3,Clay,antalya-3
2VKymtYr,2026-03-11,Mai Hontama,Julia Grabher,Hontama M.,Grabher J.,B,Julia Grabher,Mai Hontama,4-6 2-6,R32,"[4, 2]","[6, 6]",10,Antalya-3,Clay,antalya-3
biqp4Jop,2026-03-11,Panna Udvardy,Gormaz Leyre Romero,Udvardy P.,Romero Gormaz L.,B,Gormaz Leyre Romero,Panna Udvardy,3-6 4-6,R32,"[3, 4]","[6, 6]",9,Antalya-3,Clay,antalya-3
ARzPBAmg,2026-03-10,Polina Kudermetova,Zuleta De Reales Guiomar Maristany,Kudermetova P.,Maristany G.,A,Polina Kudermetova,Zuleta De Reales Guiomar Maristany,6-4 6-1,R32,"[6, 6]","[4, 1]",10,Antalya-3,Clay,antalya-3
2LcE9uOM,2026-03-10,Maria Sara Popa,Tamara Zidansek,Popa M. S.,Zidansek T.,B,Tamara Zidansek,Maria Sara Popa,4-6 6-3 3-6,R32,"[4, 6, 3]","[6, 3, 6]",10,Antalya-3,Clay,antalya-3
neKq8m4F,2026-03-10,Maria Lourdes Carle,Moyuka Uchijima,Carle M. L.,Uchijima M.,B,Moyuka Uchijima,Maria Lourdes Carle,2-6 4-6,R32,"[2, 4]","[6, 6]",8,Antalya-3,Clay,antalya-3
02WcfOu9,2026-03-10,Teodora Kostovic,Lisa Pigato,Kostovic T.,Pigato L.,A,Teodora Kostovic,Lisa Pigato,4-6 6-4 7-6,R32,"[4, 6, 7]","[6, 4, 6]",10,Antalya-3,Clay,antalya-3
YevCWKm2,2026-03-10,Carole Monnet,Iryna Shymanovich,Monnet C.,Shymanovich I.,A,Carole Monnet,Iryna Shymanovich,6-0 6-3,R32,"[6, 6]","[0, 3]",6,Antalya-3,Clay,antalya-3
nVjbDNOc,2026-03-10,Elina Avanesyan,Rajaonah Tiantsoa Sarah Rakotomanga,Avanesyan E.,Rakotomanga Rajaonah T.,A,Elina Avanesyan,Rajaonah Tiantsoa Sarah Rakotomanga,6-3 6-3,R32,"[6, 6]","[3, 3]",9,Antalya-3,Clay,antalya-3
fef6B1gA,2026-03-10,Berfu Cengiz,Dominika Salkova,Cengiz B.,Salkova D.,B,Dominika Salkova,Berfu Cengiz,5-7 7-6 5-7,R32,"[5, 7, 5]","[7, 6, 7]",12,Antalya-3,Clay,antalya-3
ruZW9lI5,2026-03-10,Katarzyna Kawa,Despina Papamichail,Kawa K.,Papamichail D.,A,Katarzyna Kawa,Despina Papamichail,6-1 6-3,R32,"[6, 6]","[1, 3]",7,Antalya-3,Clay,antalya-3
KWKWsIBE,2026-03-10,Arantxa Rus,Ekaterine Gorgodze,Rus A.,Gorgodze E.,B,Ekaterine Gorgodze,Arantxa Rus,6-7 6-3 4-6,R32,"[6, 6, 4]","[7, 3, 6]",13,Antalya-3,Clay,antalya-3
z3uSM0M6,2026-03-09,Katarina Zavatska,Elena Pridankina,Zavatska K.,Pridankina E.,B,Elena Pridankina,Katarina Zavatska,4-6 4-6,F,"[4, 4]","[6, 6]",10,Antalya-3,Clay,antalya-3
dEJqQikK,2026-03-09,Dalila Jakupovic,Lisa Pigato,Jakupovic D.,Pigato L.,B,Lisa Pigato,Dalila Jakupovic,3-6 3-6,F,"[3, 3]","[6, 6]",9,Antalya-3,Clay,antalya-3
xhqYeXHj,2026-03-09,Anastasia Gasanova,Mai Hontama,Gasanova A.,Hontama M.,B,Mai Hontama,Anastasia Gasanova,1-6 0-2,F,"[1, 0]","[6, 2]",7,Antalya-3,Clay,antalya-3
Ui30axl2,2026-03-09,Carole Monnet,Lia Karatancheva,Monnet C.,Karatancheva L.,A,Carole Monnet,Lia Karatancheva,6-4 6-3,F,"[6, 6]","[4, 3]",10,Antalya-3,Clay,antalya-3
G0eAENBd,2026-03-08,Dalila Jakupovic,Diaz Nuria Parrizas,Jakupovic D.,Parrizas-Diaz N.,A,Dalila Jakupovic,Diaz Nuria Parrizas,6-4,SF,[6],[4],10,Antalya-3,Clay,antalya-3
bZT2V8fU,2026-03-08,Ekaterina Reyngold,Elena Pridankina,Reyngold E.,Pridankina E.,B,Elena Pridankina,Ekaterina Reyngold,3-6 0-6,SF,"[3, 0]","[6, 6]",9,Antalya-3,Clay,antalya-3
j9QfXUPH,2026-03-08,Mia Ristic,Lisa Pigato,Ristic M.,Pigato L.,B,Lisa Pigato,Mia Ristic,6-4 6-7 4-6,SF,"[6, 6, 4]","[4, 7, 6]",10,Antalya-3,Clay,antalya-3
Gh9zp89N,2026-03-08,Anastasia Gasanova,Caroline Werner,Gasanova A.,Werner C.,A,Anastasia Gasanova,Caroline Werner,6-3 3-6 6-4,SF,"[6, 3, 6]","[3, 6, 4]",9,Antalya-3,Clay,antalya-3
CbPvyDQh,2026-03-08,Irem Kurt,Mai Hontama,Kurt I.,Hontama M.,B,Mai Hontama,Irem Kurt,5-7 2-6,SF,"[5, 2]","[7, 6]",12,Antalya-3,Clay,antalya-3
lb9CkCun,2026-03-08,Lia Karatancheva,Chloe Paquet,Karatancheva L.,Paquet C.,A,Lia Karatancheva,Chloe Paquet,6-4 6-2,SF,"[6, 6]","[4, 2]",10,Antalya-3,Clay,antalya-3
8S5SoUvB,2026-03-08,Carole Monnet,Selina Atay,Monnet C.,Atay S.,A,Carole Monnet,Selina Atay,6-1 6-0,SF,"[6, 6]","[1, 0]",7,Antalya-3,Clay,antalya-3
MB7KmjAb,2026-03-08,Julia Riera,Katarina Zavatska,Riera J.,Zavatska K.,B,Katarina Zavatska,Julia Riera,5-7 6-1 4-6,SF,"[5, 6, 4]","[7, 1, 6]",12,Antalya-3,Clay,antalya-3
ITcDNCrK,2026-03-01,Taylor Townsend,Peyton Stearns,Townsend T.,Stearns P.,B,Peyton Stearns,Taylor Townsend,6-7 5-7,F,"[6, 5]","[7, 7]",13,Austin,Hard,austin
0nxVwXX8,2026-02-28,Ashlyn Krueger,Taylor Townsend,Krueger A.,Townsend T.,B,Taylor Townsend,Ashlyn Krueger,6-7 3-6,SF,"[6, 3]","[7, 6]",13,Austin,Hard,austin
n5aICfZ9,2026-02-28,Peyton Stearns,Kimberly Birrell,Stearns P.,Birrell K.,A,Peyton Stearns,Kimberly Birrell,6-3 3-6 6-2,SF,"[6, 3, 6]","[3, 6, 2]",9,Austin,Hard,austin
xjdrBlPj,2026-02-28,Yue 1998 Yuan,Ashlyn Krueger,Yuan Y.,Krueger A.,B,Ashlyn Krueger,Yue 1998 Yuan,6-7 4-6,QF,"[6, 4]","[7, 6]",13,Austin,Hard,austin
vuxGAciT,2026-02-28,Oksana Selekhmeteva,Peyton Stearns,Selekhmeteva O.,Stearns P.,B,Peyton Stearns,Oksana Selekhmeteva,1-6 7-5 5-7,QF,"[1, 7, 5]","[6, 5, 7]",7,Austin,Hard,austin
8E6Mzx3D,2026-02-27,Rebeka Masarova,Taylor Townsend,Masarova R.,Townsend T.,B,Taylor Townsend,Rebeka Masarova,7-5 2-6 2-6,QF,"[7, 2, 2]","[5, 6, 6]",12,Austin,Hard,austin
xMCxd7eJ,2026-02-27,Kimberly Birrell,Ajla Tomljanovic,Birrell K.,Tomljanovic A.,A,Kimberly Birrell,Ajla Tomljanovic,6-3 6-3,QF,"[6, 6]","[3, 3]",9,Austin,Hard,austin
pWV8vnUp,2026-02-27,Ajla Tomljanovic,Iva Jovic,Tomljanovic A.,Jovic I.,A,Ajla Tomljanovic,Iva Jovic,4-6 6-4 6-4,R16,"[4, 6, 6]","[6, 4, 4]",10,Austin,Hard,austin
bwz5yQBb,2026-02-26,Kimberly Birrell,Caroline Dolehide,Birrell K.,Dolehide C.,A,Kimberly Birrell,Caroline Dolehide,6-4 6-2,R16,"[6, 6]","[4, 2]",10,Austin,Hard,austin
ttCuClRk,2026-02-26,Kaja Juvan,Peyton Stearns,Juvan K.,Stearns P.,B,Peyton Stearns,Kaja Juvan,0-6 2-6,R16,"[0, 2]","[6, 6]",6,Austin,Hard,austin
WWRCUHbE,2026-02-26,Anastasia Zakharova,Ashlyn Krueger,Zakharova A.,Krueger A.,B,Ashlyn Krueger,Anastasia Zakharova,5-7 3-6,R16,"[5, 3]","[7, 6]",12,Austin,Hard,austin
juqeRQV0,2026-02-26,Yue 1998 Yuan,Dalma Galfi,Yuan Y.,Galfi D.,A,Yue 1998 Yuan,Dalma Galfi,6-3 6-2,R16,"[6, 6]","[3, 2]",9,Austin,Hard,austin
OEj6ORPe,2026-02-25,Nikola Bartunkova,Taylor Townsend,Bartunkova N.,Townsend T.,B,Taylor Townsend,Nikola Bartunkova,1-6 4-6,R16,"[1, 4]","[6, 6]",7,Austin,Hard,austin
jLrhnVH2,2026-02-25,Rebeka Masarova,Whitney Osuigwe,Masarova R.,Osuigwe W.,A,Rebeka Masarova,Whitney Osuigwe,7-6 6-3,R16,"[7, 6]","[6, 3]",13,Austin,Hard,austin
27hFL6c1,2026-02-25,Kamilla Rakhimova,Oksana Selekhmeteva,Rakhimova K.,Selekhmeteva O.,B,Oksana Selekhmeteva,Kamilla Rakhimova,2-6 5-7,R16,"[2, 5]","[6, 7]",8,Austin,Hard,austin
t6X7p8X7,2026-02-25,Lulu Radovcic,Caroline Dolehide,Sun L.,Dolehide C.,B,Caroline Dolehide,Lulu Radovcic,2-6 3-6,R32,"[2, 3]","[6, 6]",8,Austin,Hard,austin
4MPzOxc3,2026-02-25,Anastasia Zakharova,Mary Stoiana,Zakharova A.,Stoiana M.,A,Anastasia Zakharova,Mary Stoiana,3-6 6-2 6-4,R32,"[3, 6, 6]","[6, 2, 4]",9,Austin,Hard,austin
xGiWaQAD,2026-02-25,Francesca Jones,Peyton Stearns,Jones F.,Stearns P.,B,Peyton Stearns,Francesca Jones,6-3 3-6 2-6,R32,"[6, 3, 2]","[3, 6, 6]",9,Austin,Hard,austin
plcNPqKF,2026-02-25,Yue 1998 Yuan,Rebecca Sramkova,Yuan Y.,Sramkova R.,A,Yue 1998 Yuan,Rebecca Sramkova,4-6 7-5 6-1,R32,"[4, 7, 6]","[6, 5, 1]",10,Austin,Hard,austin
jwOrMGRF,2026-02-24,Ashlyn Krueger,Caty Mcnally,Krueger A.,McNally C.,A,Ashlyn Krueger,Caty Mcnally,6-1 7-6,R32,"[6, 7]","[1, 6]",7,Austin,Hard,austin
bPUmI7Qs,2026-02-24,Marcinko Petra,Kimberly Birrell,Marcinko P.,Birrell K.,B,Kimberly Birrell,Marcinko Petra,6-0 3-6 4-6,R32,"[6, 3, 4]","[0, 6, 6]",6,Austin,Hard,austin
vyxcz7nQ,2026-02-24,Venus Williams,Ajla Tomljanovic,Williams V.,Tomljanovic A.,B,Ajla Tomljanovic,Venus Williams,4-6 1-6,R32,"[4, 1]","[6, 6]",10,Austin,Hard,austin
nTZBC3fJ,2026-02-24,Bianca Andreescu,Dalma Galfi,Andreescu B.,Galfi D.,B,Dalma Galfi,Bianca Andreescu,3-6 7-5 4-6,R32,"[3, 7, 4]","[6, 5, 6]",9,Austin,Hard,austin
ja9X0THl,2026-02-24,Kaja Juvan,Claire Liu,Juvan K.,Liu C.,A,Kaja Juvan,Claire Liu,6-4 7-6,R32,"[6, 7]","[4, 6]",10,Austin,Hard,austin
UklO1nt1,2026-02-24,Anna Blinkova,Iva Jovic,Blinkova A.,Jovic I.,B,Iva Jovic,Anna Blinkova,3-6 4-6,R32,"[3, 4]","[6, 6]",9,Austin,Hard,austin
OC7ua7n1,2026-02-24,Xinyu 2001 Wang,Rebeka Masarova,Wang Xin.,Masarova R.,B,Rebeka Masarova,Xinyu 2001 Wang,3-6 2-6,R32,"[3, 2]","[6, 6]",9,Austin,Hard,austin
OheSuExt,2026-02-24,Taylor Townsend,Linda Fruhvirtova,Townsend T.,Fruhvirtova L.,A,Taylor Townsend,Linda Fruhvirtova,4-6 7-6 7-5,R32,"[4, 7, 7]","[6, 6, 5]",10,Austin,Hard,austin
YaKg8BPE,2026-02-24,Elizabeth Mandlik,Whitney Osuigwe,Mandlik E.,Osuigwe W.,B,Whitney Osuigwe,Elizabeth Mandlik,6-2 3-6 1-6,R32,"[6, 3, 1]","[2, 6, 6]",8,Austin,Hard,austin
KGI16kfR,2026-02-23,Katie Volynets,Nikola Bartunkova,Volynets K.,Bartunkova N.,B,Nikola Bartunkova,Katie Volynets,4-6 5-7,R32,"[4, 5]","[6, 7]",10,Austin,Hard,austin
6kYeGoef,2026-02-23,Anna Bondar,Kamilla Rakhimova,Bondar A.,Rakhimova K.,B,Kamilla Rakhimova,Anna Bondar,3-6 5-7,R32,"[3, 5]","[6, 7]",9,Austin,Hard,austin
2gqINT2K,2026-02-23,Alycia Parks,Oksana Selekhmeteva,Parks A.,Selekhmeteva O.,B,Oksana Selekhmeteva,Alycia Parks,4-6 6-3 3-6,R32,"[4, 6, 3]","[6, 3, 6]",10,Austin,Hard,austin
dfXjPtvP,2026-02-22,Joanna Garland,Claire Liu,Garland J.,Liu C.,B,Claire Liu,Joanna Garland,3-6 2-6,F,"[3, 2]","[6, 6]",9,Austin,Hard,austin
jRaps6Ta,2026-02-22,Rebeka Masarova,Madison Brengle,Masarova R.,Brengle M.,A,Rebeka Masarova,Madison Brengle,3-6 6-3 6-4,F,"[3, 6, 6]","[6, 3, 4]",9,Austin,Hard,austin
EZgbThjt,2026-02-22,Yue 1998 Yuan,Whitney Osuigwe,Yuan Y.,Osuigwe W.,B,Whitney Osuigwe,Yue 1998 Yuan,4-6 3-6,F,"[4, 3]","[6, 6]",10,Austin,Hard,austin
0p5PrAoL,2026-02-22,Nikola Bartunkova,Louisa Chirico,Bartunkova N.,Chirico L.,A,Nikola Bartunkova,Louisa Chirico,6-2 6-3,F,"[6, 6]","[2, 3]",8,Austin,Hard,austin
KOIKQpqJ,2026-02-22,Caroline Dolehide,Nao Hibino,Dolehide C.,Hibino N.,A,Caroline Dolehide,Nao Hibino,6-1 6-1,F,"[6, 6]","[1, 1]",7,Austin,Hard,austin
O2pLliW1,2026-02-22,Linda Fruhvirtova,Elizabeth Mandlik,Fruhvirtova L.,Mandlik E.,B,Elizabeth Mandlik,Linda Fruhvirtova,3-6 1-6,F,"[3, 1]","[6, 6]",9,Austin,Hard,austin
UoA7rEFk,2026-02-22,Carmen Andreea Herea,Whitney Osuigwe,Herea C. A.,Osuigwe W.,B,Whitney Osuigwe,Carmen Andreea Herea,2-6 1-6,SF,"[2, 1]","[6, 6]",8,Austin,Hard,austin
hMrsHYLE,2026-02-21,Joanna Garland,Xiaodi You,Garland J.,You X.,A,Joanna Garland,Xiaodi You,6-2 6-3,SF,"[6, 6]","[2, 3]",8,Austin,Hard,austin
