event_id,source,match_date,surface,tourney_name,round,winner_name,loser_name,winner_id,loser_id,score,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
zXCnZgS8,flashscore,2026-03-05,Hard,Indian Wells,R128,Kasintseva Victoria Jimenez,Caty Mcnally,,216083.0,6-2 6-7 6-4,2,4,106,80,51,16,15,5,8,0,3,98,71,41,14,15,4,10
beiKBaUp,flashscore,2026-03-05,Hard,Indian Wells,R128,Himeno Sakatsume,Alycia Parks,221124.0,219917.0,6-4 6-3,0,1,64,36,23,15,10,3,5,3,5,63,31,20,13,9,3,7
dnsEXti4,flashscore,2026-03-05,Hard,Indian Wells,R128,Anastasia Zakharova,Ella Seidel,220435.0,230870.0,2-6 2-6,0,1,45,36,28,7,8,1,1,1,4,47,22,12,11,8,0,4
jPOYE4Xr,flashscore,2026-03-05,Hard,Indian Wells,R128,Maneiro Jessica Bouzas,Maia Beatriz Haddad,,,6-1 6-7 6-1,4,7,104,63,45,23,14,7,8,2,8,87,50,33,12,12,4,9
tjw3KQ9L,flashscore,2026-03-04,Hard,Indian Wells,R128,Zeynep Sonmez,Mccartney Kessler,220309.0,220520.0,7-6 6-0,0,3,68,41,30,14,9,3,4,3,2,68,35,22,14,9,6,10
vT1QRBKr,flashscore,2026-03-04,Hard,Indian Wells,R128,Talia Gibson,Ann Li,221883.0,215983.0,6-3 7-5,6,2,67,47,36,8,11,3,5,6,0,69,38,23,12,10,6,10
tWn9bqm2,flashscore,2026-03-04,Hard,Indian Wells,R128,Ajla Tomljanovic,Elena Gabriela Ruse,201548.0,211817.0,7-5 6-2,4,5,56,44,31,5,10,2,5,2,4,65,28,16,14,10,5,11
OYr6Z2Mi,flashscore,2026-03-04,Hard,Indian Wells,R128,Anastasia Potapova,Marina Stakusic,215713.0,222233.0,4-6 6-1 7-5,4,7,94,58,33,17,14,12,18,2,7,103,61,32,16,15,9,18
2up8GH8m,flashscore,2026-03-04,Hard,Indian Wells,R128,Kimberly Birrell,Oksana Selekhmeteva,214040.0,221407.0,6-1 6-4,0,3,65,42,28,11,9,4,6,3,5,49,30,14,7,8,4,9
W2QlBMW7,flashscore,2026-03-04,Hard,Indian Wells,R128,Sorana Cirstea,Tatjana Maria,201514.0,213583.0,6-4 4-6 6-3,4,1,77,45,31,20,15,2,6,4,3,90,57,36,13,14,8,13
SQsBNjMU,flashscore,2026-03-04,Hard,Indian Wells,R128,Yulia Putintseva,Paula Badosa,201709.0,211651.0,6-4 6-2,0,1,56,42,31,5,9,3,5,4,10,61,36,24,6,9,3,8
j37QPt3b,flashscore,2026-03-04,Hard,Indian Wells,F,Storm Sanders,Leolia Jeanjean,,206417.0,6-2 6-2,1,3,42,28,21,7,8,1,3,4,1,45,28,11,7,8,4,10
p8kUo63d,flashscore,2026-03-04,Hard,Indian Wells,F,Taylor Townsend,Akasha Urhobo,203501.0,259857.0,0-6 6-7,3,2,71,44,30,15,9,7,8,2,4,64,47,28,7,9,2,6
CYunajuS,flashscore,2026-03-04,Hard,Indian Wells,F,Himeno Sakatsume,Nikola Bartunkova,221124.0,223360.0,7-5 1-6 6-3,1,3,104,68,38,18,14,6,11,0,5,82,53,38,10,14,4,9
x2xG99e3,flashscore,2026-03-04,Hard,Indian Wells,F,Darja Vidmanova,Priscilla Hon,0.0,211880.0,5-7 6-7,3,1,76,56,39,14,12,4,6,4,3,78,47,32,16,12,0,3
W0N8H3hl,flashscore,2026-03-04,Hard,Indian Wells,F,Lanlana Tararudee,Dalma Galfi,222290.0,213646.0,3-6 4-6,9,5,75,36,29,14,10,4,5,5,0,54,41,27,6,9,1,4
bNFrP3Dt,flashscore,2026-03-03,Hard,Indian Wells,F,Kasintseva Victoria Jimenez,Katie Boulter,,211107.0,6-2 5-7 2-6,1,1,91,62,36,18,14,7,11,3,6,71,41,25,16,14,1,6
0AMZ6ged,flashscore,2026-03-03,Hard,Indian Wells,F,Talia Gibson,Elvina Kalieva,221883.0,220722.0,6-4 5-7 3-6,6,6,103,68,47,13,16,1,5,7,1,98,51,39,23,15,4,9
dxEqvq4e,flashscore,2026-03-03,Hard,Indian Wells,F,Maria Timofeeva,Kamilla Rakhimova,221237.0,215872.0,4-6 5-4,3,2,60,36,19,15,9,5,8,0,1,58,35,19,15,10,1,5
U1pKiHjo,flashscore,2026-03-03,Hard,Indian Wells,F,Kayla Day,Darja Semenistaja,215037.0,221985.0,2-6 1-6,3,1,39,26,21,8,7,1,1,3,2,42,28,13,4,8,1,6
CvPODLiD,flashscore,2026-03-03,Hard,Indian Wells,F,Marina Stakusic,Mananchaya Sawangkaew,222233.0,216566.0,6-1 6-2,2,1,48,33,26,9,8,2,2,0,5,45,29,15,5,7,3,7
nq2Gmdyh,flashscore,2026-03-03,Hard,Indian Wells,F,Diane Parry,Lulu Radovcic,220348.0,,2-6 3-6,9,0,46,32,30,7,9,0,0,5,3,46,25,16,10,8,1,4
WfvW2Yu3,flashscore,2026-03-03,Hard,Indian Wells,F,Anastasia Zakharova,Linda Fruhvirtova,220435.0,222258.0,6-4 7-6,0,0,76,54,31,15,11,5,8,3,9,80,52,32,12,11,10,14
fmEz9MnA,flashscore,2026-03-03,Hard,Indian Wells,SF,Kasintseva Victoria Jimenez,Lucrezia Stefanini,,214593.0,6-4 4-6 4-6,0,3,98,70,33,13,15,13,22,0,7,120,96,45,8,15,16,26
2DHr70HM,flashscore,2026-03-03,Hard,Indian Wells,SF,Storm Sanders,Sinja Kraus,,221257.0,6-7 4-6,7,5,80,57,42,10,11,7,9,1,2,80,45,29,18,11,5,8
vRQGFsN0,flashscore,2026-03-03,Hard,Indian Wells,SF,Akasha Urhobo,Louisa Chirico,259857.0,211635.0,3-6 6-2 3-6,11,5,76,49,36,11,13,1,5,4,6,69,38,26,12,13,2,7
4MBr2EZP,flashscore,2026-03-03,Hard,Indian Wells,SF,Taylor Townsend,Joanna Garland,203501.0,0.0,4-6 4-6,10,0,64,45,35,10,10,3,3,2,2,81,49,30,18,10,6,8
xGJdvBsJ,flashscore,2026-03-03,Hard,Indian Wells,SF,Priscilla Hon,Renata Zarazua,211880.0,213887.0,5-7 6-7,9,3,91,56,39,17,12,4,7,1,3,82,64,42,5,12,4,8
Iqb179B5,flashscore,2026-03-03,Hard,Indian Wells,SF,Mananchaya Sawangkaew,Rebeka Masarova,216566.0,214119.0,6-3 7-5,0,7,82,49,34,18,11,9,11,3,6,55,34,22,8,10,3,7
KnHDdhcm,flashscore,2026-03-02,Hard,Indian Wells,SF,Dalma Galfi,Yue 1998 Yuan,213646.0,,6-2 6-4,7,2,51,37,27,6,9,3,4,1,0,51,32,22,7,9,1,5
65v1VFbl,flashscore,2026-03-02,Hard,Indian Wells,SF,Katie Boulter,Viktoriya Tomova,211107.0,202600.0,6-4 6-3,0,4,54,34,25,11,9,3,5,2,5,64,46,26,5,10,6,11
O2doBiCt,flashscore,2026-03-02,Hard,Indian Wells,SF,Lanlana Tararudee,Julieta Pareja,222290.0,0.0,4-6 3-6,8,2,54,33,29,12,10,2,2,3,2,49,33,25,7,9,2,4
EkY2kyjK,flashscore,2026-03-02,Hard,Indian Wells,SF,Darja Semenistaja,Whitney Osuigwe,221985.0,215992.0,2-6 6-1 6-3,3,0,74,47,27,13,12,6,12,1,5,94,64,32,12,12,6,14
bH87NL13,flashscore,2026-03-02,Hard,Indian Wells,SF,Kayla Day,Aliaksandra Sasnovich,215037.0,205925.0,6-2 7-5,8,0,59,43,30,13,10,5,6,2,3,80,49,26,15,10,7,11
MZFSArIc,flashscore,2026-03-02,Hard,Indian Wells,SF,Leolia Jeanjean,Mary Stoiana,206417.0,0.0,4-6 4-6,5,1,69,40,28,16,10,4,5,2,4,60,38,24,11,10,3,6
6ZFfbfmC,flashscore,2026-04-05,Clay,Bogota,F,Marie Bouzkova,Panna Udvardy,213631.0,215910.0,6-7 6-2 6-2,2,5,103,70,44,15,14,10,14,2,2,96,57,32,15,14,8,16
6VeERwNt,flashscore,2026-04-04,Clay,Bogota,SF,Panna Udvardy,Emiliana Arango,215910.0,215306.0,6-7 6-3 7-6,2,4,113,69,44,24,16,6,11,2,4,115,80,51,12,17,4,11
6ZqrEQil,flashscore,2026-04-04,Clay,Bogota,SF,Marie Bouzkova,Jasmin Ortenzi,213631.0,220446.0,7-6 6-2,1,6,72,44,32,12,10,5,7,1,4,71,44,26,12,10,5,9
OWuwPix9,flashscore,2026-04-04,Clay,Bogota,QF,Panna Udvardy,Katarzyna Kawa,215910.0,203514.0,7-6 6-1,1,2,56,29,21,17,9,1,3,2,5,72,39,24,15,10,4,9
6Z3Dm9gD,flashscore,2026-04-03,Clay,Bogota,QF,Emiliana Arango,Varvara Lepchenko,215306.0,201478.0,6-4 6-3,1,2,54,42,29,6,9,2,3,1,2,65,41,27,8,10,5,9
zL46HYMU,flashscore,2026-04-03,Clay,Bogota,QF,Marie Bouzkova,Darja Semenistaja,213631.0,221985.0,6-1 7-5,2,3,62,48,36,5,10,3,5,1,0,63,44,20,11,9,5,10
O6GvsOQr,flashscore,2026-04-03,Clay,Bogota,QF,Jasmin Ortenzi,Julia Riera,220446.0,220699.0,6-7 6-3 6-2,3,5,90,56,38,10,14,2,7,1,12,94,55,35,12,15,3,12
2HLRTYUj,flashscore,2026-04-03,Clay,Bogota,R16,Varvara Lepchenko,Maneiro Jessica Bouzas,201478.0,,6-0 2-6 7-5,2,6,104,57,40,18,13,15,19,2,15,101,54,35,17,13,9,15
AXBSQx6k,flashscore,2026-04-02,Clay,Bogota,R16,Marie Bouzkova,De Winkel Hanne Van,213631.0,,6-4,1,3,24,14,10,4,5,0,2,2,0,28,18,9,4,5,1,4
E7PPR3Yh,flashscore,2026-04-02,Clay,Bogota,R16,Jasmin Ortenzi,Serrano Maria Camila Osorio,220446.0,215785.0,6-7 6-7,0,3,81,59,29,8,12,3,11,0,8,78,48,24,9,12,3,11
M9Sn9Dvm,flashscore,2026-04-02,Clay,Bogota,R16,Emiliana Arango,Zuleta De Reales Guiomar Maristany,215306.0,,5-7 2-6,0,3,78,56,32,13,10,8,11,0,8,68,41,24,8,10,6,12
21Lwpx25,flashscore,2026-04-02,Clay,Bogota,R16,Julia Riera,Anna Blinkova,220699.0,215020.0,0-6 6-2 6-1,0,10,72,38,24,16,11,5,9,1,6,65,29,16,16,10,5,10
G2UNt976,flashscore,2026-04-01,Clay,Bogota,R16,Katarzyna Kawa,Tatjana Maria,203514.0,213583.0,6-3 6-3,0,3,60,37,24,12,9,6,8,2,4,51,25,14,10,9,2,7
v347mt6c,flashscore,2026-04-01,Clay,Bogota,R16,Panna Udvardy,Julieta Pareja,215910.0,0.0,6-0 2-6 6-1,3,2,68,35,23,17,11,2,5,0,7,63,40,18,11,10,4,10
0SoX9zpe,flashscore,2026-04-01,Clay,Bogota,R16,Darja Semenistaja,Despina Papamichail,221985.0,202604.0,1-6 6-1 2-6,1,1,75,50,29,13,11,3,7,0,3,64,47,23,5,11,2,8
Eqq3noVa,flashscore,2026-04-01,Clay,Bogota,R32,Marie Bouzkova,Ana Sofia Sanchez,213631.0,204419.0,6-0 6-2,1,3,40,22,17,13,7,1,1,0,4,48,31,16,6,7,1,6
4UH5H0Sa,flashscore,2026-03-31,Clay,Bogota,R32,De Winkel Hanne Van,Sofia Costoulas,,223321.0,6-3 2-6 6-3,3,6,105,72,44,13,13,11,16,0,7,89,44,32,13,13,7,13
tU1wWasg,flashscore,2026-03-31,Clay,Bogota,R32,Emiliana Arango,Maria Lourdes Carle,215306.0,214604.0,1-6 6-2 6-0,1,2,54,36,21,13,10,0,3,0,10,85,48,25,12,11,7,13
tWpel70m,flashscore,2026-03-31,Clay,Bogota,R32,Jasmin Ortenzi,Escorihuela Irene Burillo,220446.0,,1-6 4-6,3,2,77,59,34,7,9,8,11,1,6,44,26,12,4,8,1,7
MmcgNVbL,flashscore,2026-03-31,Clay,Bogota,R32,Maneiro Jessica Bouzas,Rajaonah Tiantsoa Sarah Rakotomanga,,,2-6 2-6,0,5,49,20,17,15,8,0,1,0,5,62,35,17,9,8,5,10
hWmPH9Mr,flashscore,2026-03-31,Clay,Bogota,R32,Anna Blinkova,Robin Montgomery,215020.0,221905.0,2-6 3-6,1,1,60,33,23,12,9,7,10,1,4,48,28,13,6,8,5,11
QqnXFmie,flashscore,2026-03-31,Clay,Bogota,R32,Serrano Maria Camila Osorio,Caroline Dolehide,215785.0,214452.0,6-7 6-2 6-1,0,8,97,65,47,13,14,6,9,0,11,95,64,39,6,13,4,11
d4EcJMcm,flashscore,2026-03-31,Clay,Bogota,R32,Zuleta De Reales Guiomar Maristany,Francesca Jones,,215936.0,1-6 1-6,1,2,55,42,25,11,7,6,6,0,4,50,32,17,6,7,7,12
rJPS26Ft,flashscore,2026-03-31,Clay,Bogota,R32,Varvara Lepchenko,Lia Karatancheva,201478.0,0.0,6-3 3-6 2-6,3,2,76,51,40,13,13,1,2,2,3,81,52,35,13,13,3,6
Y3bVXLCt,flashscore,2026-03-31,Clay,Bogota,R32,Darja Semenistaja,Ella Seidel,221985.0,230870.0,6-2 6-2,3,1,66,46,36,8,8,4,4,1,5,48,20,15,9,8,2,6
ARKDFvcC,flashscore,2026-03-31,Clay,Bogota,R32,Panna Udvardy,Murcia Maria Camila Torres,215910.0,,6-1 1-6 6-0,4,5,67,41,26,15,10,8,10,1,4,56,33,19,9,10,2,7
bBavERL7,flashscore,2026-03-30,Clay,Bogota,R32,Tatjana Maria,Arias Valentina Mediorreal,213583.0,,2-6 1-6,5,5,47,23,19,13,8,1,2,0,7,45,28,15,5,7,4,9
S6kJr3UO,flashscore,2026-03-30,Clay,Bogota,R32,Despina Papamichail,Anastasia Tikhonova,202604.0,221073.0,3-6 1-6,0,1,59,48,31,6,8,3,4,2,3,54,22,14,9,8,2,7
QHiQyVDE,flashscore,2026-03-30,Clay,Bogota,R32,Julieta Pareja,Elizabeth Mandlik,0.0,216097.0,3-6 3-6,2,12,75,41,27,16,9,13,15,1,6,58,29,19,10,9,3,8
M9nBpPaC,flashscore,2026-03-30,Clay,Bogota,R32,Julia Riera,Selena Janicijevic,220699.0,221911.0,6-7 1-6,3,7,70,38,26,15,10,9,13,2,5,57,31,16,10,9,2,8
ruJLDIRO,flashscore,2026-03-30,Clay,Bogota,R32,Katarzyna Kawa,Carole Monnet,203514.0,220733.0,1-6 0-6,1,1,38,23,17,13,7,0,0,1,2,31,16,4,6,6,3,8
04cTLgDr,flashscore,2026-03-30,Clay,Bogota,F,Escorihuela Irene Burillo,Caroline Werner,,,7-6 2-6 6-4,0,3,105,68,42,17,15,3,9,2,6,112,63,41,22,15,11,16
d88kTyL8,flashscore,2026-03-29,Clay,Bogota,F,Jasmin Ortenzi,Elina Avanesyan,220446.0,220589.0,6-1 6-3,0,2,45,33,22,6,8,3,6,0,9,46,18,7,8,8,2,9
v1HkTBMN,flashscore,2026-03-29,Clay,Bogota,F,Anastasia Tikhonova,Ribera Marina Bassols,221073.0,,1-6 6-4 3-6,5,10,57,42,29,19,9,5,10,1,10,77,64,36,10,9,8,14
Ua1vSkOt,flashscore,2026-03-29,Clay,Bogota,F,Lia Karatancheva,Miriana Tona,0.0,0.0,1-6 2-6,5,1,43,27,19,17,7,1,2,0,4,50,25,13,7,8,5,11
0rCe3E1C,flashscore,2026-03-29,Clay,Bogota,F,Selena Janicijevic,Katarina Zavatska,221911.0,215290.0,2-6 5-7,3,6,62,24,21,18,10,2,4,0,5,72,53,31,4,10,3,8
K4UAtu4C,flashscore,2026-03-29,Clay,Bogota,SF,Caroline Werner,Arias Laura Valentina Villamil,,,0-6 1-6,1,1,36,18,16,13,7,0,0,0,3,50,21,11,7,6,4,9
rsSPkqsQ,flashscore,2026-03-29,Clay,Bogota,SF,Escorihuela Irene Burillo,Barraza Mariana Isabel Higuita,,,4-6 6-1 6-0,0,3,72,56,30,7,11,3,8,0,4,81,58,22,8,12,8,18
rs8SbMJt,flashscore,2026-03-29,Clay,Bogota,SF,Elina Avanesyan,Sara Saito,220589.0,260170.0,7-5 6-2,0,3,57,36,18,9,10,5,10,0,11,84,54,28,7,10,8,16
xQYNVNkf,flashscore,2026-03-29,Clay,Bogota,SF,Jasmin Ortenzi,Avellaneda Sara Alejandra Lozano,220446.0,,6-2 6-0,0,0,35,23,17,11,7,0,0,0,1,39,26,10,4,7,1,6
lKMMCJUH,flashscore,2026-03-29,Clay,Bogota,SF,Miriana Tona,Berfu Cengiz,0.0,214507.0,6-3 1-6 6-4,5,4,82,54,36,10,13,4,9,8,8,78,46,31,12,13,2,7
j7Bzc0lg,flashscore,2026-03-29,Clay,Bogota,SF,Lia Karatancheva,Carol Zhao,0.0,203475.0,1-6 4-6,2,1,59,37,23,13,9,3,5,0,8,47,29,15,6,8,3,8
EPIepN4m,flashscore,2026-03-28,Clay,Bogota,SF,Ribera Marina Bassols,Linana Alicia Herrero,,,6-3 6-3,0,7,74,44,29,15,9,7,8,1,2,70,49,30,5,9,6,10
SUXIvJYO,flashscore,2026-03-28,Clay,Bogota,SF,Selena Janicijevic,En Shuo Liang,221911.0,215314.0,4-6 5-7,11,8,67,34,27,15,11,3,6,2,9,79,38,27,14,11,6,11
bD8rjhy9,flashscore,2026-03-28,Clay,Bogota,SF,Katarina Zavatska,Laura Pigossi,215290.0,206007.0,7-5 1-6 3-6,1,3,85,53,33,16,14,1,6,1,4,110,71,33,18,14,14,22
GzzvSukJ,flashscore,2026-03-28,Clay,Bogota,SF,Alisa Oktiabreva,Lea Ma,0.0,0.0,4-6 6-7,2,6,65,41,29,10,11,1,4,2,4,82,39,23,19,11,8,12
nwH3r1Za,flashscore,2026-03-28,Clay,Bogota,SF,Ana Sofia Sanchez,Gabriela Ce,204419.0,206194.0,6-3 2-6 7-5,0,5,104,94,53,5,14,8,14,0,8,106,64,36,20,15,7,14
UaVFXqLs,flashscore,2026-03-28,Clay,Bogota,SF,Anastasia Tikhonova,Emanuela Lares,221073.0,,4-6 1-6,5,4,39,17,15,13,8,0,1,1,9,59,18,13,15,9,4,9
